clade_name	ERR479038.txt_reads_count	ERR479147.txt_reads_count	ERR479310.txt_reads_count	ERR479277.txt_reads_count	ERR479055.txt_reads_count	ERR479308.txt_reads_count	ERR479309.txt_reads_count	ERR479010.txt_reads_count	ERR479223.txt_reads_count	ERR479178.txt_reads_count	ERR479148.txt_reads_count	ERR479318.txt_reads_count	ERR479221.txt_reads_count	ERR479357.txt_reads_count	ERR479243.txt_reads_count	ERR479278.txt_reads_count	ERR479026.txt_reads_count	ERR479127.txt_reads_count	ERR479083.txt_reads_count	ERR479246.txt_reads_count	ERR479253.txt_reads_count	ERR479194.txt_reads_count	ERR479077.txt_reads_count	ERR479139.txt_reads_count	ERR479276.txt_reads_count	ERR479066.txt_reads_count	ERR479255.txt_reads_count	ERR479247.txt_reads_count	ERR479390.txt_reads_count	ERR479285.txt_reads_count	ERR479028.txt_reads_count	ERR479219.txt_reads_count	ERR479252.txt_reads_count	ERR479417.txt_reads_count	ERR479302.txt_reads_count	ERR479356.txt_reads_count	ERR479138.txt_reads_count	ERR479311.txt_reads_count	ERR479358.txt_reads_count	ERR479222.txt_reads_count	ERR479113.txt_reads_count	ERR479256.txt_reads_count	ERR479354.txt_reads_count	ERR479193.txt_reads_count	ERR478985.txt_reads_count	ERR479416.txt_reads_count	ERR479199.txt_reads_count	ERR479149.txt_reads_count	ERR479053.txt_reads_count	ERR479054.txt_reads_count	ERR479292.txt_reads_count	ERR479332.txt_reads_count	ERR479359.txt_reads_count	ERR479032.txt_reads_count	ERR479258.txt_reads_count	ERR479348.txt_reads_count	ERR479031.txt_reads_count	ERR479125.txt_reads_count	ERR479361.txt_reads_count	ERR479237.txt_reads_count	ERR479331.txt_reads_count	ERR479351.txt_reads_count	ERR479284.txt_reads_count	ERR479025.txt_reads_count	ERR479334.txt_reads_count	ERR479112.txt_reads_count	ERR479180.txt_reads_count	ERR479303.txt_reads_count	ERR479116.txt_reads_count	ERR479065.txt_reads_count	ERR479024.txt_reads_count	ERR479353.txt_reads_count	ERR479126.txt_reads_count	ERR479177.txt_reads_count	ERR479254.txt_reads_count	ERR479352.txt_reads_count	ERR479111.txt_reads_count	ERR479200.txt_reads_count	ERR479173.txt_reads_count	ERR479245.txt_reads_count	ERR478969.txt_reads_count	ERR479030.txt_reads_count	ERR479360.txt_reads_count	ERR479291.txt_reads_count	ERR479220.txt_reads_count	ERR479333.txt_reads_count	ERR479349.txt_reads_count	ERR479174.txt_reads_count	ERR479248.txt_reads_count	ERR479415.txt_reads_count	ERR479037.txt_reads_count	ERR479146.txt_reads_count	ERR479236.txt_reads_count	ERR479389.txt_reads_count	ERR479418.txt_reads_count	ERR479114.txt_reads_count	ERR478984.txt_reads_count	ERR479317.txt_reads_count	ERR479078.txt_reads_count	ERR479029.txt_reads_count	ERR479124.txt_reads_count	ERR479244.txt_reads_count	ERR479176.txt_reads_count	ERR479011.txt_reads_count	ERR479027.txt_reads_count	ERR479350.txt_reads_count	ERR479257.txt_reads_count	ERR479179.txt_reads_count	ERR479117.txt_reads_count	ERR479355.txt_reads_count	ERR479279.txt_reads_count	ERR479290.txt_reads_count	ERR479251.txt_reads_count	ERR479293.txt_reads_count	ERR479056.txt_reads_count	ERR479084.txt_reads_count	ERR479316.txt_reads_count	ERR479224.txt_reads_count	ERR479115.txt_reads_count	ERR479235.txt_reads_count
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB48242																																									10380.0																									11394.0											11468.0																			13200.0																								
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Ruminococcaceae_bacterium_UBA1375																																									318.0																																				64.0																			320.0																								
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp_oral_taxon_223																																									15622.0																									19814.0											14818.0																			17282.0																								
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__GGB6512|s__GGB6512_SGB9197																																									9068.0																									12568.0									5590.0		11726.0																			12018.0																								
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_SGB1787																																									79468.0																									92490.0											92912.0																			90576.0																								
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella|s__Mesosutterella_multiformis																																									1670.0																									1172.0											338.0																			2332.0																								
k__Bacteria|p__Proteobacteria|c__CFGB2394|o__OFGB2394|f__FGB2394|g__GGB6544|s__GGB6544_SGB9242																																									11732.0																									14050.0											12728.0																			14918.0																								
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_ureolyticus																																									9780.0																									10032.0											10194.0																			10020.0																								
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_veronii																																									13574.0																									21804.0											12520.0																			14124.0																								
k__Bacteria|p__Firmicutes|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6020|s__GGB6020_SGB14985																																											4068.0																													3178.0																															1562.0																	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9580|s__GGB9580_SGB14996																																											3046.0																													2522.0																																																
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_An81																																											57852.0																													58598.0																																																
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_peoriensis																																											9730.0																													11422.0																																																
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes																																											486.0																													454.0																																																
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Gallalistipes|s__Gallalistipes_aquisgranensis																																													3228.0									66.0																												198.0															4178.0			136.0																				
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii																																													63800.0																																																				67904.0																							
k__Bacteria|p__Bacteroidetes|c__CFGB645|o__OFGB645|f__FGB645|g__GGB1590|s__GGB1590_SGB2184																																													2017286.0																																																				1989586.0																							
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB73217|o__OFGB73217|f__FGB73217|g__GGB5975|s__GGB5975_SGB8592																																													3722.0																																																				4372.0																							
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19858																																													466.0							426.0																							1652.0																452.0						422.0																							
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_boronitolerans																																													46958.0																																																				50336.0																							
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_endophyticus																																													2921684.0																																																				2942974.0																							
k__Bacteria|p__Firmicutes|c__CFGB2831|o__OFGB2831|f__FGB2831|g__GGB9048|s__GGB9048_SGB13952																																													2012.0																																																				2246.0																							
k__Bacteria|p__Firmicutes|c__CFGB2983|o__OFGB2983|f__FGB2983|g__GGB9343|s__GGB9343_SGB14308																																													34838.0																																																				29442.0																							
k__Bacteria|p__Firmicutes|c__CFGB72926|o__OFGB72926|f__FGB72926|g__GGB3662|s__GGB3662_SGB4973																																													11884.0																																																				12166.0																							
k__Bacteria|p__Firmicutes|c__CFGB76360|o__OFGB76360|f__FGB76360|g__GGB4632|s__GGB4632_SGB6410																																													57538.0																																																				58388.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudoruminococcus|s__Candidatus_Pseudoruminococcus_merdavium																																													114.0																																		636.0									1632.0									232.0									196.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3451|s__GGB3451_SGB4605																																													3352.0																																																				2966.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_tertium																																													77840.0						1388.0																																	368.0													80462.0															1272.0		2038.0						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Paraclostridium|s__Paraclostridium_bifermentans																																													42130.0																																																				43646.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB42674|s__GGB42674_SGB66070																																													49116.0																																																				45750.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB45643|s__GGB45643_SGB63357																																													490.0																																																				1342.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_butyraticus																																													670.0									2550.0			1880.0																									2590.0															758.0			3722.0																				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An196																																													528.0																																																				394.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_catenae																																													184.0																																																				152.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Velocimicrobium|s__Velocimicrobium_porci																																													582.0																																																				344.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_SGB15137																																													454.0																																		2456.0									5120.0									840.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45600|s__GGB45600_SGB15302																																													6150.0																																																				6176.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9668|s__GGB9668_SGB15165																																													1156.0																																		10808.0									15174.0									766.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9734|s__GGB9734_SGB15304																																													1370.0																																																				1320.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB3263|s__GGB3263_SGB4311																																													314958.0																																																				325408.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Paeniclostridium_sordellii																																													9446.0																																																				8914.0																							
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_sp_An15																																													2520.0																																																				2540.0																							
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilicoli|s__Massilicoli_timonensis																																													5118.0																																		592.0									1536.0									4574.0																							
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_SGB66207																																													13404.0																																																				9906.0																							
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB9333|s__GGB9333_SGB14296																																													15070.0																																																				12804.0																							
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB4197|s__GGB4197_SGB5684																																													162644.0																																																				160232.0																							
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_SGB47419																																													2384.0																																																				4384.0																							
k__Bacteria|p__Tenericutes|c__CFGB1767|o__OFGB1767|f__FGB1767|g__GGB4620|s__GGB4620_SGB6396																																													508.0																																																				406.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74403|s__GGB74403_SGB53807																																														1396.0																																												1780.0																														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile																																														1196.0																																	34860.0									53688.0																																
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter|s__Sanguibacter_SGB53806																																															1206.0																															1446.0																																										
k__Bacteria|p__Firmicutes|c__CFGB14224|o__OFGB14224|f__FGB14224|g__GGB38873|s__GGB38873_SGB47522																																															722.0																												730.0			508.0																																										
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480|s__GGB9480_SGB14873																																															76464.0																															77402.0																																										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB15070																																															434.0																															88.0																																										
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp_oral_taxon_014																																															13926.0																															15230.0																																										
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve																																																			316.0																																																													236.0								
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9115|s__GGB9115_SGB14048																																																			2748.0																																	4392.0																												3918.0		4222.0						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_hongkongensis																																																			10680.0			256.0			64.0			94.0																						766.0		9966.0									592.0			184.0				284.0												10338.0		11078.0						626.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_jeddahense																																																			7436.0																																	6126.0																												7318.0		7842.0						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9060|s__GGB9060_SGB13977																																																			19764.0																																	17634.0																												21096.0		19124.0						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna_aminovalerica																																																			190.0																																	1030.0																												350.0		256.0						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Clostridium_sporosphaeroides																																																			16104.0																																	12964.0																												16530.0		15504.0						
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6007|s__GGB6007_SGB8634																																																				9386.0									8456.0				10962.0																					8800.0																																		
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4541|s__GGB4541_SGB6262																																																				500.0									1220.0				1058.0																					50.0																																		
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4554|s__GGB4554_SGB6285																																																				311444.0									304166.0				301994.0																					292068.0																																		
k__Bacteria|p__Firmicutes|c__CFGB10312|o__OFGB10312|f__FGB10312|g__GGB4644|s__GGB4644_SGB6430																																																				31738.0									33428.0				31260.0																					30422.0																																		
k__Bacteria|p__Firmicutes|c__CFGB10314|o__OFGB10314|f__FGB10314|g__GGB4702|s__GGB4702_SGB6509																																																				34550.0									34122.0				35526.0																					34078.0																																		
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3141|s__GGB3141_SGB4154																																																				14956.0									14778.0				16628.0																					12908.0																																		
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3146|s__GGB3146_SGB4159																																																				5960.0									6406.0				5064.0										7714.0											4850.0																																		
k__Bacteria|p__Firmicutes|c__CFGB13380|o__OFGB13380|f__FGB13380|g__GGB4711|s__GGB4711_SGB6524																																																				104296.0									107442.0				99840.0																					92004.0																																		
k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9093|s__GGB9093_SGB14024																																																				3582.0									2468.0				3078.0																					2436.0																																		
k__Bacteria|p__Firmicutes|c__CFGB2863|o__OFGB2863|f__FGB2863|g__GGB9150|s__GGB9150_SGB14085																																																				63260.0									60374.0				60538.0																					55328.0																																		
k__Bacteria|p__Firmicutes|c__CFGB2865|o__OFGB2865|f__FGB2865|g__GGB13361|s__GGB13361_SGB20619																																																				38622.0									36536.0				36552.0																					33368.0																																		
k__Bacteria|p__Firmicutes|c__CFGB2942|o__OFGB2942|f__FGB2942|g__GGB9279|s__GGB9279_SGB14232																																																				53102.0									52674.0				49776.0																					41514.0																																		
k__Bacteria|p__Firmicutes|c__CFGB2954|o__OFGB2954|f__FGB2954|g__GGB9272|s__GGB9272_SGB14224																																																				2924.0									3156.0				3268.0																					2282.0																																		
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9561|s__GGB9561_SGB14972																																																				1978.0									2208.0				2732.0																					2496.0																				792.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB79686|s__GGB79686_SGB8594																																																				474106.0									475104.0				471950.0																					446660.0																																		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB4694|s__GGB4694_SGB6493																																																				16052.0									15630.0				16500.0																					15612.0																																		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15251																																																				392.0									302.0																									174.0																																		
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_SGB15241																																																				5770.0									5458.0				5920.0																					4498.0																																		
k__Bacteria|p__Proteobacteria|c__CFGB76539|o__OFGB76539|f__FGB76539|g__GGB9815|s__GGB9815_SGB15449																																																				758.0									90.0				696.0																					608.0																																		
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_SGB6486																																																				18796.0									18588.0				19300.0																					16560.0																																		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15301																																																					6118.0						20646.0																								6118.0																																					
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_SGB8778																																																						5132.0			3452.0																									4692.0																		4832.0																				
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enteroscipio|s__Enteroscipio_rubneri																																																						98576.0			69670.0																						1150.0			92066.0						2338.0												88218.0																				
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB4686|s__GGB4686_SGB6483																																																						1880.0			1448.0																									1344.0																		1444.0																				
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_SGB15210																																																						2204.0			1316.0																									2122.0																		1416.0																				
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_gallinaceum																																																						15948.0			13892.0																									14580.0																		14658.0																				
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_salanitronis																																																						28118.0			23030.0																									30844.0																		30446.0																				
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB74447|s__GGB74447_SGB1595																																																						100918.0			81136.0																									97402.0																		94326.0																				
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_megaguti																																																						22768.0			15126.0																						2818.0			21382.0						5300.0												22646.0																				
k__Bacteria|p__Bacteroidetes|c__CFGB1264|o__OFGB1264|f__FGB1264|g__GGB1264|s__GGB1264_SGB1697																																																						318362.0			257188.0																									312306.0																		306848.0																				
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_versmoldensis																																																						3130.0			3990.0																									4118.0																		2996.0																				
k__Bacteria|p__Firmicutes|c__CFGB1012|o__OFGB1012|f__FGB1012|g__GGB2657|s__GGB2657_SGB3578																																																						382.0			314.0																									1274.0																		1572.0																				
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3003|s__GGB3003_SGB3994																																																						5890.0			5776.0																									5964.0																		6060.0																				
k__Bacteria|p__Firmicutes|c__CFGB1771|o__OFGB1771|f__FGB1771|g__GGB4626|s__GGB4626_SGB6403																																																						8230.0			8490.0																									8942.0																		8614.0																				
k__Bacteria|p__Firmicutes|c__CFGB41777|o__OFGB41777|f__FGB41777|g__GGB3323|s__GGB3323_SGB4400																																																						5422.0			4414.0																									3684.0																		5350.0																				
k__Bacteria|p__Firmicutes|c__CFGB73062|o__OFGB73062|f__FGB73062|g__GGB9058|s__GGB9058_SGB13975																																																						77768.0			64862.0																									78276.0																		74710.0																				
k__Bacteria|p__Firmicutes|c__CFGB76784|o__OFGB76784|f__FGB76784|g__GGB80012|s__GGB80012_SGB15001																																																						2558.0			2126.0																									2788.0																		2798.0																				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB74703|s__GGB74703_SGB54323																																																						676.0			362.0																																											102.0																				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_gallinarum																																																						946.0			386.0																									820.0																		1352.0																				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45600|s__GGB45600_SGB63312																																																						54.0																												646.0																		858.0																				
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__GGB79947|s__GGB79947_SGB6617																																																						1810.0			2266.0																									2066.0																		2250.0																				
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__GGB1392|s__GGB1392_SGB1913																																																						10166.0			9096.0																									11362.0																		11342.0																				
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_gordoncarteri																																																								680076.0																															712284.0																			2615986.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB4658|s__GGB4658_SGB6445																																																								1760.0																															2280.0																			6276.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9603|s__GGB9603_SGB15035																																																								1896.0						2018.0														3954.0											4554.0																			21528.0														
k__Bacteria|p__Firmicutes|c__CFGB1303|o__OFGB1303|f__FGB1303|g__GGB3124|s__GGB3124_SGB4136																																																								830.0																															854.0								120.0											9622.0														
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899|f__FGB72899|g__GGB4610|s__GGB4610_SGB6384																																																								58812.0																															62604.0																			151662.0														
k__Bacteria|p__Firmicutes|c__CFGB76560|o__OFGB76560|f__FGB76560|g__GGB18456|s__GGB18456_SGB4146																																																								70142.0																															72822.0																			258848.0														
k__Bacteria|p__Firmicutes|c__CFGB76784|o__OFGB76784|f__FGB76784|g__GGB9690|s__GGB9690_SGB15195																																																								32590.0																															32318.0																			135874.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB72777																																																											662.0																																																													
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_caecimuris																																																											276.0																																																													
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB1620|s__GGB1620_SGB2218																																																												3430.0																																	4952.0																											5494.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_massiliensis																																																												5128.0																																	7166.0																											7390.0
k__Bacteria|p__Firmicutes|c__CFGB75522|o__OFGB75522|f__FGB75522|g__GGB4249|s__GGB4249_SGB5749																																																												25268.0																																	38256.0																											40228.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4793																																																												1244.0																																	2480.0																											1308.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB4285|s__GGB4285_SGB5849																																																												11996.0																																	21292.0																											21492.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9595|s__GGB9595_SGB15018																																																														1588.0														1306.0																																												
k__Bacteria|p__Firmicutes|c__CFGB10021|o__OFGB10021|f__FGB10021|g__GGB9256|s__GGB9256_SGB14202																																																														910.0														2330.0																																												
k__Bacteria|p__Firmicutes|c__CFGB1355|o__OFGB1355|f__FGB1355|g__GGB3306|s__GGB3306_SGB4372																																																														8548.0														12076.0																																												
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB39037|s__GGB39037_SGB4393																																																														1624.0													1980.0	2534.0																																												
k__Bacteria|p__Firmicutes|c__CFGB6389|o__OFGB6389|f__FGB6389|g__GGB3132|s__GGB3132_SGB4145																																																														1652.0														2400.0																																												
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Erysipelotrichaceae_bacterium_7770_A6																																																														50988.0														72018.0																																												
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB4312|s__GGB4312_SGB5903																																																														10600.0														17986.0																																												
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_sp_NM10																																																														16756.0														19888.0																											20750.0																	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB9082|s__GGB9082_SGB14007																																																														12644.0														20900.0																																												
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9528|s__GGB9528_SGB14928																																																																	64.0																																																							
k__Bacteria|p__Firmicutes|c__CFGB8972|o__OFGB8972|f__FGB8972|g__GGB26772|s__GGB26772_SGB38957																																																																		142.0											140.0																			258.0																								
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avispirillum|s__Candidatus_Avispirillum_faecium																																																																			152.0																																									76.0												
