clade_name	ERR479038.txt_reads_count	ERR479147.txt_reads_count	ERR479310.txt_reads_count	ERR479277.txt_reads_count	ERR479055.txt_reads_count	ERR479308.txt_reads_count	ERR479309.txt_reads_count	ERR479010.txt_reads_count	ERR479223.txt_reads_count	ERR479178.txt_reads_count	ERR479148.txt_reads_count	ERR479318.txt_reads_count	ERR479221.txt_reads_count	ERR479357.txt_reads_count	ERR479243.txt_reads_count	ERR479278.txt_reads_count	ERR479026.txt_reads_count	ERR479127.txt_reads_count	ERR479083.txt_reads_count	ERR479246.txt_reads_count	ERR479253.txt_reads_count	ERR479194.txt_reads_count	ERR479077.txt_reads_count	ERR479139.txt_reads_count	ERR479276.txt_reads_count	ERR479066.txt_reads_count	ERR479255.txt_reads_count	ERR479247.txt_reads_count	ERR479390.txt_reads_count	ERR479285.txt_reads_count	ERR479028.txt_reads_count	ERR479219.txt_reads_count	ERR479252.txt_reads_count	ERR479417.txt_reads_count	ERR479302.txt_reads_count	ERR479356.txt_reads_count	ERR479138.txt_reads_count	ERR479311.txt_reads_count	ERR479358.txt_reads_count	ERR479222.txt_reads_count	ERR479113.txt_reads_count	ERR479256.txt_reads_count	ERR479354.txt_reads_count	ERR479193.txt_reads_count	ERR478985.txt_reads_count	ERR479416.txt_reads_count	ERR479199.txt_reads_count	ERR479149.txt_reads_count	ERR479053.txt_reads_count	ERR479054.txt_reads_count	ERR479292.txt_reads_count	ERR479332.txt_reads_count	ERR479359.txt_reads_count	ERR479032.txt_reads_count	ERR479258.txt_reads_count	ERR479348.txt_reads_count	ERR479031.txt_reads_count	ERR479125.txt_reads_count	ERR479361.txt_reads_count	ERR479237.txt_reads_count	ERR479331.txt_reads_count	ERR479351.txt_reads_count	ERR479284.txt_reads_count	ERR479025.txt_reads_count	ERR479334.txt_reads_count	ERR479112.txt_reads_count	ERR479180.txt_reads_count	ERR479303.txt_reads_count	ERR479116.txt_reads_count	ERR479065.txt_reads_count	ERR479024.txt_reads_count	ERR479353.txt_reads_count	ERR479126.txt_reads_count	ERR479177.txt_reads_count	ERR479254.txt_reads_count	ERR479352.txt_reads_count	ERR479111.txt_reads_count	ERR479200.txt_reads_count	ERR479173.txt_reads_count	ERR479245.txt_reads_count	ERR478969.txt_reads_count	ERR479030.txt_reads_count	ERR479360.txt_reads_count	ERR479291.txt_reads_count	ERR479220.txt_reads_count	ERR479333.txt_reads_count	ERR479349.txt_reads_count	ERR479174.txt_reads_count	ERR479248.txt_reads_count	ERR479415.txt_reads_count	ERR479037.txt_reads_count	ERR479146.txt_reads_count	ERR479236.txt_reads_count	ERR479389.txt_reads_count	ERR479418.txt_reads_count	ERR479114.txt_reads_count	ERR478984.txt_reads_count	ERR479317.txt_reads_count	ERR479078.txt_reads_count	ERR479029.txt_reads_count	ERR479124.txt_reads_count	ERR479244.txt_reads_count	ERR479176.txt_reads_count	ERR479011.txt_reads_count	ERR479027.txt_reads_count	ERR479350.txt_reads_count	ERR479257.txt_reads_count	ERR479179.txt_reads_count	ERR479117.txt_reads_count	ERR479355.txt_reads_count	ERR479279.txt_reads_count	ERR479290.txt_reads_count	ERR479251.txt_reads_count	ERR479293.txt_reads_count	ERR479056.txt_reads_count	ERR479084.txt_reads_count	ERR479316.txt_reads_count	ERR479224.txt_reads_count	ERR479115.txt_reads_count	ERR479235.txt_reads_count
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	97968.0	751022.0		37162.0	19432.0			63776.0	27158.0	17194.0	46542.0	272130.0	36374.0	157266.0	132612.0	40528.0	2398.0		103588.0	19328.0	2402.0			1392.0	43610.0		1920.0	23138.0	69898.0	3380.0		40114.0	3828.0		3456.0	29390.0	338.0		130244.0	35120.0	10692.0	1822.0	59500.0		5838.0	403814.0	35778.0	52036.0	6664.0	7592.0	24294.0			39082.0	2282.0	7710.0	29670.0		3630.0	21548.0	1128.0		3110.0	13366.0		17326.0	13554.0	4400.0	4344.0		16608.0	58742.0		16964.0	9420.0		13908.0	37452.0	27936.0	16030.0	2268.0	36418.0		21458.0	37788.0		8520.0	43572.0	21022.0	423918.0	119868.0	636556.0	37136.0	63322.0	984.0	16478.0	4542.0	80248.0		32462.0		107248.0		66152.0	1790.0	36398.0	2548.0	15886.0	32696.0	33640.0	41014.0	26472.0	4650.0	24506.0	19512.0	103526.0	78038.0	29116.0	6074.0	34924.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_coprocola	4684.0		132854.0	27526.0	72782.0	165150.0	175482.0	29538.0	318904.0	3984.0	136654.0	80072.0			169640.0	31856.0		15358.0	388986.0	2164.0	1862.0	4714.0	62548.0		31532.0			2300.0	85614.0	23018.0			4160.0	324.0		766.0		173858.0			162.0			6250.0			4434.0	155786.0	14440.0	16002.0		8220.0	221622.0	20344.0		77148.0	14918.0	12084.0	626466.0	4082.0	7932.0	19052.0	20494.0		8768.0	596.0	3968.0		1148.0				13702.0	4788.0	10612.0	29796.0	318.0	5074.0		2440.0		18270.0	237182.0			6588.0	84336.0		2534.0	168.0	5764.0		7976.0	85052.0	1044.0	430.0		28330.0	57832.0	17548.0	15748.0	140520.0		35408.0		353664.0		4572.0	10942.0	482.0	32638.0		4156.0		71180.0	386170.0	24374.0	321522.0	1590.0	8318.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius	286326.0														46904.0						13608.0												23498.0		55768.0																																	55524.0													19172.0										341308.0											39626.0											21972.0							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	34150.0			100244.0	1002.0			6466.0	8642.0				1716.0			106922.0		39980.0			4792.0		466.0	51754.0	108436.0					13918.0		1970.0	7270.0		138118.0		53096.0			1600.0	132518.0					2102.0								42150.0			39530.0	36614.0	108.0			5312.0	14322.0			140510.0		143776.0	2786.0				37826.0		5492.0	9022.0	146208.0				7228.0	41454.0			1654.0					1700.0	38270.0					139636.0			656.0	41944.0	42344.0			6172.0					9192.0		108294.0		6228.0		920.0			9154.0	3096.0	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	10772.0	80214.0	33570.0		278.0	37304.0	38104.0					94.0																										35404.0			120138.0																									131424.0											129964.0		163922.0									206716.0			15298.0	63918.0				133564.0																								
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa	5192.0																																																																																										6644.0																													
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	110222.0															218.0					30478.0								170382.0	704112.0			47670.0			125184.0					2594.0											551650.0									545218.0	27984.0	695102.0		543368.0	2930.0										34826.0	1652.0									501792.0					136078.0			173834.0		3162.0														123284.0	340.0		49760.0							
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	5934.0							9454.0	10016.0									4732.0						30512.0		12936.0									106032.0		29696.0				55312.0													466.0				3598.0								56516.0		120240.0		14716.0			3738.0		10428.0		52900.0					406.0									7168.0					52136.0					7666.0			11552.0														8272.0		
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus|s__Negativibacillus_massiliensis	291136.0	763296.0								13700.0		236604.0	31150.0							190.0				8094.0								33428.0					9462.0			30624.0												109612.0		24706.0		7636.0	21284.0				110498.0				112382.0		13372.0							16460.0	47838.0					190.0	15872.0	25980.0			28028.0	93956.0	9322.0				367628.0	653014.0						106486.0		24144.0						31536.0		16322.0	4502.0								97180.0			
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_SGB5896	37980.0																																		2510.0																																	2054.0	3600.0																						44236.0																		21556.0										6530.0	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sp_oral_taxon_126	210.0																																																																																										204.0																													
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	7076.0									289252.0		29706.0	38226.0									237792.0										38900.0			2060344.0					39742.0				260634.0												274628.0											289332.0	2135174.0						316834.0	354758.0										33500.0		285804.0				7978.0							13012.0								903824.0		301834.0									11334.0			
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes	99656.0							9034.0							29128.0			9910.0			1836.0		9708.0	4428.0		5426.0				6734.0			3304.0		110432.0		4730.0				31136.0		3356.0				12078.0											8762.0					6772.0			33840.0		112628.0	5742.0	5424.0		3438.0	11320.0		3054.0		33340.0	15154.0			6222.0										119262.0					31148.0			9406.0		11200.0	26568.0		9864.0					15554.0				4350.0			346.0			6016.0	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB4266|s__GGB4266_SGB5809	169182.0								62652.0												9778.0		211578.0										27262.0																													210962.0														331338.0															205478.0								200676.0														27142.0					63098.0		
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_stantonii	55638.0																												361446.0																																								11358.0																						63588.0			360428.0															38464.0										13362.0	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	7744.0												2368.0					9398.0											16292.0			1432.0								2936.0							10864.0			96.0								8778.0											37276.0				10386.0					9926.0							1762.0						10136.0			16842.0							7868.0								96740.0										37082.0	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	76866.0												1432.0					6544.0			18952.0								2502.0			1040.0	27830.0							1266.0							28352.0		50.0									5626.0											3870.0				8544.0					27978.0							2272.0						93028.0			3636.0							7544.0								13652.0				30204.0						5166.0	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	218944.0	964.0			98.0							1240.0	9958.0					6936.0				6776.0		282.0					724.0			9754.0			22340.0		328.0			9558.0			271418.0	7538.0			951198.0		3810.0	1890.0	251984.0							6822.0										21448.0	11666.0			262304.0	8014.0					1004384.0						236156.0	10250.0					340.0	261728.0			680.0				194.0			7912.0								32434.0			258610.0		256774.0					11106.0	
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra	2778.0		1374.0	9150.0	202.0	2166.0	1498.0	140.0	60582.0				10460.0		1897742.0	9870.0		35120.0						2242.0	10820.0	28710.0			11520.0	23074.0		9578.0			630094.0		2330.0	1992.0		9872.0	233624.0				6152.0							28488.0		20536.0			18810.0	32658.0			24842.0		20410.0		25642.0	219386.0		666054.0	1676.0	30794.0			32374.0		8086.0		242508.0				726.0	21138.0			11000.0	25940.0					3928.0			11518.0		247798.0	5262.0			18992.0	33076.0	1822674.0		388.0					4360.0		9294.0				714.0			56842.0	546.0	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6040	42330.0																																																																																										47766.0																													
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	7508.0			656.0					7638.0						74602.0	1218.0		68302.0			4506.0		1264.0	17040.0	2476.0	11104.0				6394.0			4080.0		103164.0	4494.0	14802.0				9812.0																	48794.0					6380.0			9642.0		94812.0	1710.0	9198.0			45604.0		2332.0		10568.0														7180.0					10392.0			766.0		38612.0	62558.0							2668.0	734.0	1248.0		6480.0					4366.0		
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__GGB16040|s__GGB16040_SGB9347	3424.0							1422.0	54024.0	105294.0		11092.0			694.0								217206.0	5328.0						25032.0							5928.0				50916.0																						25338.0			56286.0	111594.0							120626.0	50536.0		56500.0														7100.0					54886.0		4022.0	218364.0					2212.0				115972.0									4074.0	53182.0		
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	65370.0		69142.0			76080.0	82702.0		554.0		172548.0				5542.0			19268.0			19614.0			4638.0					23272.0	169372.0			30854.0	38988.0		6828.0	6850.0	82874.0										196076.0			20334.0		97302.0					16230.0	291268.0	19274.0		59394.0	161604.0						4070.0				17576.0			99846.0							104934.0	17530.0							83592.0		32656.0	26062.0	60046.0						19104.0	3908.0							21654.0	8492.0		19850.0	33952.0	17706.0				444.0	3276.0	32488.0
k__Bacteria|p__Proteobacteria|c__CFGB13104|o__OFGB13104|f__FGB13104|g__GGB6612|s__GGB6612_SGB9346	9718.0										164728.0		54880.0					8410.0	1538020.0					6226.0			26636.0		5772.0			57254.0				142926.0	5526.0			59492.0		23252.0						194676.0				725696.0		35992.0	26500.0		32004.0	6918.0		23780.0	720280.0				721502.0								7932.0									38064.0			53134.0	659062.0					12878.0		42194.0	5544.0						36864.0	7944.0						26094.0			153672.0						1532706.0				42292.0
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6608|s__GGB6608_SGB9342	158490.0																	4996.0						23188.0													25130.0															86950.0						3932.0			85446.0				83282.0								4278.0													78072.0					192990.0										5698.0																			
k__Bacteria|p__Proteobacteria|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB6569|s__GGB6569_SGB9281	48706.0																												59720.0																		3818.0																												277180.0			3438.0													58910.0			66722.0																										
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	66920.0	141846.0		22010.0				358372.0	10764.0	8546.0	93666.0	26920.0	46864.0	324204.0	35672.0	28786.0		5212.0		2336.0		462.0	93562.0	8948.0	32526.0	20006.0	23470.0	2816.0	9348.0	204044.0		53724.0		1244.0	110504.0	22496.0	6864.0		258018.0	49412.0	14180.0	20844.0	12174.0	624.0	3904.0	53412.0		107996.0			22730.0	19488.0	56068.0	23392.0	27890.0	57074.0	15622.0	3662.0	147704.0	19312.0	21880.0	5928.0	208442.0		22546.0	18032.0	9628.0	112428.0	1428.0	20342.0		9810.0	5408.0	9166.0	136148.0	10780.0	17478.0			2748.0	7230.0	20260.0	58598.0	24494.0	46474.0	18012.0	55760.0		3290.0	63428.0	90300.0	116156.0	33676.0	11148.0	3546.0	17872.0	6800.0	8564.0	91278.0	20054.0	5600.0	28470.0		400020.0		253022.0	26074.0	11538.0	5882.0	27816.0	30032.0	27506.0		24024.0			8618.0	12326.0		36404.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_SGB5077	747330.0		14210.0			16140.0	15746.0		3176.0	166366.0											181648.0												270166.0		183762.0			15136.0																3072.0			3060.0			7382.0		11884.0					171882.0	196378.0						179626.0		15754.0						4198.0									910850.0		13268.0							3832.0								178210.0					265084.0					3360.0		14176.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas_hippei	1520.0																																																																																										3430.0																													
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	62564.0	1226390.0	11528.0	12212.0	15394.0	9184.0	11988.0	703144.0	27888.0	11896.0	21344.0	33990.0	103084.0	240566.0	58558.0	14666.0		2916.0	11900.0		1933382.0		139406.0	266022.0	12404.0	212.0	404342.0		112850.0			101242.0	3032468.0		449218.0	14136.0	275770.0	8574.0	194990.0	93284.0	47676.0	361086.0	459366.0		533330.0	278016.0		33222.0	39718.0	35150.0	223948.0	68914.0	3032.0	15942.0	379080.0	52008.0	8124.0		13390.0	279540.0	61578.0	25878.0			69062.0	54512.0	9494.0	450250.0	3552102.0			473826.0		14958.0	938744.0	35784.0	51804.0		184176.0		7042.0	8110.0	9072.0	209536.0	106170.0	58834.0	58180.0	252292.0		286046.0	76334.0	1076414.0	474210.0	100438.0		64408.0	524390.0	7058.0	128990.0	9024.0	2172.0	55592.0	3960.0	723646.0		105154.0	373944.0	11974.0	11782634.0	23226.0	9300.0	247328.0	3195146.0	217306.0	16770.0	8020.0	6968.0	21766.0	3636006.0	469358.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis	96.0																																																																																										1308.0																													
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	60476.0										310.0	1510.0				162.0		24314.0	318.0			58240.0	1658.0		1772.0				5024.0							10756.0							584.0	67682.0			3782.0	716.0				628.0						22452.0														934.0	18844.0		23502.0			4652.0								1736.0					73484.0		490.0	6678.0				596.0	2382.0		19988.0								1378.0	11926.0						762.0				498.0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_sp_Marseille_Q3903	50.0																																																																																										300.0																													
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17154		2338.0			3738.0								630.0		242.0			4568.0																						1010.0																		4586.0															3902.0																			2294.0									9014.0	130.0													2260.0					
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47		13408.0			2968.0							52.0									382.0		746.0										1786.0									194.0																																																		11162.0							628.0								282.0		2152.0				1740.0		1976.0					
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum		1503148.0		152820.0	125456.0				17924.0		299526.0	89222.0				183034.0									187284.0																							345456.0	8986.0	8210.0										21886.0		66234.0														113466.0																1288332.0	43204.0					24408.0					26386.0								179084.0				117496.0		24542.0	17518.0		46092.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium		51706.0			2062.0							13004.0	17000.0					2170.0	5284.0					30984.0								18072.0					30116.0			18470.0			1174.0		1606.0													1602.0	1334.0	584.0												598.0	2404.0												14536.0							38724.0					1156.0	2384.0			2340.0								2738.0						2264.0	5818.0	1830.0			846.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum		848278.0	1142.0		118760.0	1392.0	1808.0	568388.0	67676.0	91288.0	42724.0	30796.0	47658.0		44.0			742.0	3958.0	207516.0		2662.0		13476.0		30430.0		206310.0		35010.0		47570.0	538.0	258484.0			14308.0	1266.0		47900.0	28056.0			3414.0				50800.0	12096.0	9780.0	27774.0		6998.0	43310.0		72698.0	29968.0	450.0	26600.0	2668.0		10150.0	34884.0			36644.0	95244.0		2706.0	30078.0				112112.0	23712.0	19156.0	30166.0			170618.0		39528.0	8020.0	23320.0	42068.0		78726.0		216198.0			726610.0	6738.0		385424.0	32950.0		8896.0		38550.0	262.0	134.0	54708.0	633368.0		353230.0		104498.0	13992.0			31412.0	210.0	30232.0	115536.0	4030.0	9332.0	67168.0	2398.0	7094.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum		4448.0																																																																																										4080.0																												
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum		80384.0																						13054.0													14550.0																																																							63424.0																												
k__Bacteria|p__Actinobacteria|c__CFGB2987|o__OFGB2987|f__FGB2987|g__GGB9359|s__GGB9359_SGB14334		65696.0	31866.0		196312.0	38280.0	38182.0				12988.0							2312.0	44088.0	63464.0						34806.0		63414.0						253778.0				37640.0			20284.0				9870.0			13132.0	47148.0	39052.0								1718.0								22352.0				39256.0			2336.0				22668.0			47410.0									67658.0			58646.0			337648.0	22586.0	10290.0				2110.0														193074.0	43690.0				
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_uli		353056.0		6836.0	20198.0			9556.0				11922.0		278408.0		3664.0			414.0	6032.0					7400.0			8184.0						6474.0	99202.0				210892.0															41052.0			23276.0											103158.0											8344.0	7554.0		37022.0						12658.0	8788.0			259386.0			12916.0			2756.0		28792.0				8734.0					490.0		4948.0				19366.0	512.0	2294.0			
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis		116816.0									2526.0		698.0											119040.0			13572.0					1976.0					120762.0			3196.0		11386.0			34822.0		21012.0	3764.0			4540.0			78640.0	14702.0		58058.0			1200.0																		16118.0				76088.0		4186.0	1724.0							93696.0	2192.0				32788.0			74952.0							12482.0					3682.0		5030.0						3558.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens		2732.0	24756.0			41068.0	27972.0	2802.0		2026.0		5848.0	11588.0	336.0						45618.0		26896.0					14938.0	43478.0	1944.0	3272.0		11706.0		6312.0		1052.0		12664.0		8774.0		9976.0		35518.0		2128.0		386.0				22938.0			12386.0						17848.0		3310.0		21928.0	446.0	3840.0		1276.0	520.0				3168.0	27762.0	316.0	606.0	2942.0		32190.0					9428.0	13130.0	1586.0		45420.0	2764.0		1428.0		1164.0	16022.0	448.0		318.0						11512.0		21594.0	10048.0	2798.0	10296.0	882.0							586.0		1924.0	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432|s__GGB45432_SGB63101		32508.0								966.0				2098.0						556.0				158.0		2414.0		1144.0							27876.0				390.0													1798.0									2010.0				788.0		1282.0	30460.0		1580.0				1782.0	3800.0					1726.0						308.0			1864.0			32004.0												706.0		4900.0		546.0							234.0					
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_sp_An232A		968.0																																	330314.0																																	346620.0																								360.0																												
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_urolithinfaciens		772.0																																	8592.0																										1116.0				1824.0			9544.0																		296.0						392.0																												
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus		1209676.0	376352.0	676582.0	343840.0	389792.0	376940.0	310896.0	1949014.0	493218.0	3682978.0	178780.0	2055860.0	10880.0	60092.0	669984.0	30170.0	80638.0	5821112.0	11236.0	761836.0	1016022.0	1605998.0	1813764.0	679374.0	847182.0	2440406.0	16672.0	6203218.0	4553326.0	3048.0	2264386.0	1269180.0	1078692.0	4937420.0	1266060.0	1702092.0	365748.0	2036.0	2223348.0	81392.0	2283542.0	4810.0	1198278.0		476224.0	3339796.0	3989438.0	207184.0	187208.0	4178.0	1668990.0	774886.0	1275344.0	2294326.0	787700.0	1104830.0	72346.0	1418228.0	232426.0	1662416.0	132604.0	4562408.0	51218.0	1575134.0	102794.0	537548.0	5017784.0	23314.0	870106.0	67326.0	10558.0	61314.0	589998.0	4455916.0	191768.0	105552.0	3652820.0	1200574.0	15864.0	948388.0	1281606.0	807770.0	2580.0	2004302.0	1522864.0	772236.0	1529312.0	14674.0	461598.0		1108684.0	341526.0	6386704.0	1404066.0	97376.0		63426.0	1630358.0	1260152.0	96628.0	47730.0	1687756.0	397304.0	19246.0	2085806.0	2280310.0	517110.0	69982.0	1394360.0	624842.0	3334.0	1189108.0	4130.0	340514.0	5605504.0	52340.0	1906212.0	32110.0	332834.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_C		614.0	13750.0	14552.0		12522.0	13130.0		154064.0							9186.0					621468.0				10364.0								978508.0					17304.0																																																																									20876.0		964534.0					163940.0		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii		391224.0						5728.0	13060.0			34126.0	438.0	39756.0	5118.0			37506.0	2934404.0			7012.0		33476.0			28350.0		78938.0	137250.0		798.0		3420.0		12740.0	32394.0		34612.0		6860.0	23908.0		6528.0									56560.0	22660.0	27108.0		15164.0	32454.0	167076.0	161252.0		228.0	137718.0			9568.0			2416.0				35344.0			1136.0	9856.0		21946.0			22434.0	60052.0					32904.0				343850.0	288368.0	75790.0	6308.0	8772.0		10366.0		22844.0	40168.0	2906.0		7982.0			24272.0		18316.0	11696.0						2904200.0	9626.0	13428.0	2676.0	299678.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_ihumii		70310.0	282.0			288.0	72.0	4912.0	27268.0	18050.0	57594.0		8588.0	100798.0	2652.0						2788.0			2882.0					24002.0	56342.0		5740.0	4828.0		108618.0		1660.0		86306.0	6480.0	3674.0							63032.0	418.0		14990.0		31232.0	3872.0			3920.0		82746.0	11742.0			53584.0			4896.0	16714.0	105864.0						22366.0			4004.0				74.0	4512.0	31698.0	13630.0	5912.0							57428.0	20798.0	23442.0		5502.0				3810.0		1448.0		4148.0				19896.0				14962.0	7354.0	15446.0				26376.0		21798.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii		13986.0	3136.0	10994.0	3224.0	4408.0	6268.0		94896.0	18432.0		31176.0	126230.0	702914.0	604.0	11512.0		10202.0			17468.0	12356.0	11206.0	69612.0	12528.0	94186.0	17728.0		361512.0	156878.0		131716.0	34468.0	140548.0		40870.0	69154.0	5200.0	536548.0	124578.0	55792.0	13192.0	3454.0	11972.0	4282.0	50460.0	132720.0		3378.0	1864.0		26926.0	174326.0		15984.0	64170.0		8514.0	523092.0	16444.0	24264.0	16918.0	151888.0		26638.0	69730.0	18528.0		1600.0	96950.0		3598.0	9472.0	23992.0	345514.0	27384.0	72718.0	128184.0			36850.0		197842.0		112892.0	19736.0	62184.0			45780.0		11628.0	29148.0	353080.0	216026.0	77550.0	3432.0	6804.0	11560.0		12372.0	260.0				293196.0	15376.0	22694.0	13950.0	40552.0	12588.0		36948.0		2574.0		7514.0	87194.0	994.0	33108.0
