"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"110",0,0,0,0,0,3680,0,0,4012,0,0,0,0,0,0,0,0,0,0,0,31856,0,0,0,0,0,0,0,0,0,1462,0,4820,0,0
"111",2218,3824,23538,12694,0,86628,18518,5848,158,8542,0,0,2030,32838,7644,0,38452,0,4222,0,1972,113604,37082,43518,814,15952,161876,161288,3048,1852,34102,3980,81572,7498,25778
"112",0,0,0,19370,4406,2866,0,0,0,6840,0,0,0,0,0,0,0,0,47188,0,0,0,0,0,0,3896,0,0,0,0,0,0,0,0,0
"113",0,0,0,24836,0,5300,2236,0,0,48156,0,0,36604,0,0,62594,0,0,0,7712,0,8124,51276,0,0,0,0,0,0,0,0,0,0,21966,0
"114",25062,50516,182,0,16024,0,0,0,0,0,0,0,40718,0,0,0,0,0,0,0,0,157970,0,3322,0,0,0,0,0,0,0,0,9080,0,0
"115",0,0,0,0,235744,0,0,0,0,0,13222,0,0,0,0,11770,0,0,0,0,0,72777.9999999999,12154,0,0,0,0,0,0,0,0,0,0,12088,0
"116",0,0,0,0,25426,0,0,0,0,0,148,0,0,0,0,8246,9290,0,19904,2294,0,0,14594,0,0,0,0,0,0,0,0,0,0,3034,0
"117",0,0,0,0,0,0,0,0,0,7204,0,0,0,78102,0,0,0,0,0,0,2656,21480,0,1806,0,0,4472,0,81354,0,0,0,0,0,0
"118",0,404066,0,0,0,86090,0,0,0,0,0,0,0,0,0,0,0,0,6506,0,0,5762,0,7156,206154,0,0,203096,0,0,0,0,0,0,0
"119",0,0,0,0,0,515342,0,903823.999999999,0,0,0,0,1059622,53020,0,0,0,0,77832.0000000001,0,0,0,0,0,0,0,0,0,237792,0,0,483338,7978,0,0
"120",0,0,0,0,0,0,0,35790,0,0,0,0,0,0,242508,0,0,0,0,0,0,0,0,0,0,0,2330,0,0,0,0,0,233624,726,0
"121",0,0,0,0,0,0,0,0,0,16986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13288,0,0,0,0,0,0,0,0,8654
"122",0,0,0,0,0,0,2380,0,8398,0,0,66920,0,0,0,0,0,0,37462,0,0,0,0,0,0,19488,0,0,0,0,0,0,230,0,0
"123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60476,1510,0,0,0,0,0,596,0,0
"124",0,117918,8818230.00000001,0,0,349970,0,0,0,0,168562,0,0,0,0,463600,0,0,0,0,68,0,0,0,343080,0,0,0,0,0,0,0,266562,0,330242
"125",0,0,1642,0,1036,0,0,0,0,1542,2588,0,0,0,0,2870,0,0,336,0,0,1040,0,0,938,104772,0,0,0,0,0,2070,0,0,0
"126",0,616,0,0,0,0,0,0,0,0,3160,0,0,100,0,0,0,0,1766,0,0,2924,0,3920,1182,0,0,0,284,0,838,0,2720,0,0
"127",0,0,0,344,0,0,0,0,0,0,0,0,0,0,8506,3932,0,0,5754,0,0,0,5550,0,2686,0,0,8192,0,940,0,0,0,1182,0
"128",0,0,0,0,0,0,0,0,0,0,670,1682,0,0,8152,139418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",0,0,0,0,0,0,0,0,3052,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,8522,0,40,2326,0
"130",0,0,0,27104,0,0,2334,0,0,273850,0,970,0,0,0,0,9974,0,0,0,0,0,0,0,26254,0,0,0,0,29630,0,0,0,0,0
"131",3074,0,37164,0,28374,9574.00000000001,0,0,385312,0,0,0,0,0,0,0,55812,8538,0,9992,0,0,23436,58720.0000000001,26604,8126,0,0,0,155354,116582,149456,0,1428,0
"132",0,0,0,0,0,0,5658,0,0,0,67294,0,12406,0,0,0,0,0,0,0,253712,0,0,0,11956,424,0,0,0,0,31652,3148,0,0,0
"133",0,0,0,0,0,0,0,0,6206,0,0,0,0,0,0,0,2678,0,3716,0,0,3440,0,31182,0,0,0,12086,0,0,0,0,0,0,0
"134",0,137924,0,0,0,0,0,0,0,0,0,0,40266,0,0,0,0,0,0,0,0,0,70101.9999999999,0,55866,0,34982,0,0,0,0,0,0,0,0
"135",0,0,97060.0000000001,0,0,0,0,0,0,0,0,97534,0,0,0,0,0,0,414294,0,0,0,102966,0,0,6302,8928,0,0,0,0,0,0,9416,0
"136",0,0,0,0,0,0,0,0,5722,0,0,62058,0,0,0,0,0,0,52322,0,0,366504,0,0,0,133218,0,0,0,0,0,44596,0,0,913370
"137",155234,0,0,0,0,0,0,0,230042,26794,0,0,105304,0,0,67864,0,0,13648,193992,0,0,0,11712,0,0,0,0,0,10514,0,0,0,246750,206558
"138",6624,26138,0,13998,2124,0,0,7974,0,0,0,0,5094,5204,0,0,0,10040,0,0,0,6112,0,16970,0,0,0,0,0,0,22934,100,0,21914,0
"139",0,220,3954,0,0,0,0,8898,26628,0,0,0,0,0,0,0,0,0,0,2720,0,0,546,0,0,0,0,12884,0,0,6992,0,0,0,0
"140",0,0,0,0,0,14360,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9711.99999999999,0,0,0,0,0,0,0,0,0,0,16292,0
"141",69408,0,0,0,8276,0,19620,0,0,0,0,0,0,0,23946,0,39430,0,149608,0,0,0,440666,0,0,0,0,73962,0,0,0,0,115096,0,0
"142",0,2828,343964,868,0,0,0,0,0,0,11336,716,23018,39980,0,0,0,0,0,0,0,0,0,0,0,70364,132690,0,0,39146,0,0,0,0,0
"143",0,28266,0,0,0,0,0,0,0,0,0,0,23342,0,0,0,0,2442,0,507662,238878,0,0,0,5596,0,0,0,240944,0,0,54772,0,0,0
"144",0,63928.0000000001,0,0,121698,21548,0,0,5892,0,0,0,0,149796,0,0,0,950,0,0,0,0,0,0,111544,0,0,0,0,0,0,0,0,502,0
"145",0,0,0,484,7498,0,0,0,0,0,0,0,3334,0,0,0,0,0,0,0,0,0,75643.9999999999,0,0,0,0,0,0,0,0,1486,0,0,0
"146",337774,0,0,0,152428,0,0,0,0,96120,175292,0,0,0,0,0,0,0,0,89258,0,0,0,0,97938,29368,0,0,0,23200,0,105752,0,0,0
"147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,1154,0,0,5260,0,0,0,0,0,0,0,0,0,44854,8064,0
"148",0,0,0,16082,0,0,4638,0,0,0,0,0,0,0,0,19268,0,17576,0,8946,0,97301.9999999999,22080,17844,0,0,161604,0,0,0,0,65370,0,0,0
"149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,2020,568,0,0,2800,750,0,152,0,2284,0
"150",0,0,118556,0,80414,0,0,0,0,0,659115.999999999,0,0,0,0,247724,0,0,0,0,0,2076,0,0,28324,0,2042,0,0,0,0,132,0,0,0
"151",0,0,0,0,0,0,0,0,0,9954,0,0,0,0,1006,0,0,0,0,0,0,0,0,232,0,148542,0,0,0,0,56880,0,0,0,0
"152",0,0,0,0,0,0,0,322792,159188,0,5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6710,0,0,759076,24310,313260,0,0,0,0
"153",0,0,32892,0,0,101726,0,0,29336,0,0,0,0,2178,79624,0,5812,0,0,0,66472,0,263332,0,227426,0,0,0,0,0,31380,0,0,0,0
"154",0,0,0,0,35782,0,0,36106,8774,0,0,11512,0,0,4562,0,0,8980,0,0,0,0,0,33314,11588,0,448,0,0,0,1276,0,0,5452,2764
"155",0,0,0,28806,0,774,0,0,0,0,0,0,0,0,0,0,0,9674,0,0,0,0,0,0,0,0,0,0,0,3548,3524,0,0,16448,0
"156",0,31330,0,0,0,0,0,0,0,668640.000000001,0,0,0,51030,0,0,93644,0,0,0,605356,627908,0,0,0,0,0,0,0,0,0,0,102540,0,0
"157",0,0,0,0,1472,0,0,0,0,0,0,0,0,0,38320,0,210956,0,0,0,0,0,0,1520,0,0,0,8356,0,0,0,0,0,0,0
"158",688082,0,0,0,0,1532588,375068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409432,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",0,0,15948,57740,0,0,0,0,0,0,0,0,48834,0,0,0,0,0,28570,8688,0,0,0,0,0,0,0,0,270,1614,0,0,0,0,0
"160",0,0,0,0,0,27016,0,0,28946,0,0,0,18748,0,34620,0,0,66740.0000000001,0,4094,0,0,0,0,0,7366,0,32212,0,0,0,0,0,27678,0
"161",0,0,7036,22366,2316,105864,0,0,216,0,108618,16714,0,0,82746.0000000001,1660,0,2104,288,74,2788,0,3688,0,15408,0,27268,0,23384,2652,0,0,0,21162,36918
"162",0,0,0,17996,24936,0,0,6046,0,223698,0,0,0,15858,0,0,0,0,41996,0,18640,0,33036,9214,100932,0,19840,76,0,0,752,99296.0000000001,0,0,300
