clade_name	ERR479190.txt_reads_count	ERR479384.txt_reads_count	ERR479182.txt_reads_count	ERR479306.txt_reads_count	ERR479136.txt_reads_count	ERR479098.txt_reads_count	ERR479202.txt_reads_count	ERR479382.txt_reads_count	ERR479070.txt_reads_count	ERR479227.txt_reads_count	ERR479013.txt_reads_count	ERR479233.txt_reads_count	ERR479330.txt_reads_count	ERR479383.txt_reads_count	ERR479301.txt_reads_count	ERR479088.txt_reads_count	ERR479327.txt_reads_count	ERR479232.txt_reads_count	ERR479106.txt_reads_count	ERR479161.txt_reads_count	ERR479104.txt_reads_count	ERR479007.txt_reads_count	ERR479344.txt_reads_count	ERR479086.txt_reads_count	ERR479208.txt_reads_count	ERR479085.txt_reads_count	ERR479006.txt_reads_count	ERR479122.txt_reads_count	ERR479307.txt_reads_count	ERR479281.txt_reads_count	ERR479304.txt_reads_count	ERR479364.txt_reads_count	ERR479299.txt_reads_count	ERR479075.txt_reads_count	ERR479191.txt_reads_count	ERR479207.txt_reads_count	ERR479347.txt_reads_count	ERR479189.txt_reads_count	ERR479181.txt_reads_count	ERR479076.txt_reads_count	ERR479239.txt_reads_count	ERR479067.txt_reads_count	ERR479162.txt_reads_count	ERR479230.txt_reads_count	ERR479069.txt_reads_count	ERR479008.txt_reads_count	ERR479343.txt_reads_count	ERR479238.txt_reads_count	ERR479280.txt_reads_count	ERR479218.txt_reads_count	ERR479362.txt_reads_count	ERR479363.txt_reads_count	ERR479282.txt_reads_count	ERR479187.txt_reads_count	ERR479009.txt_reads_count	ERR479228.txt_reads_count	ERR479298.txt_reads_count	ERR479231.txt_reads_count	ERR479300.txt_reads_count	ERR479240.txt_reads_count	ERR479103.txt_reads_count	ERR479229.txt_reads_count	ERR479068.txt_reads_count	ERR479217.txt_reads_count	ERR479386.txt_reads_count	ERR479097.txt_reads_count	ERR479012.txt_reads_count	ERR479385.txt_reads_count	ERR479105.txt_reads_count	ERR479250.txt_reads_count	ERR479345.txt_reads_count	ERR479188.txt_reads_count	ERR479089.txt_reads_count	ERR479234.txt_reads_count	ERR479137.txt_reads_count	ERR479365.txt_reads_count	ERR479192.txt_reads_count	ERR479283.txt_reads_count	ERR479249.txt_reads_count	ERR478999.txt_reads_count	ERR479087.txt_reads_count	ERR479328.txt_reads_count	ERR479058.txt_reads_count	ERR479305.txt_reads_count	ERR479346.txt_reads_count	ERR479164.txt_reads_count	ERR479090.txt_reads_count	ERR479163.txt_reads_count	ERR479201.txt_reads_count	ERR479057.txt_reads_count	ERR479123.txt_reads_count	ERR479329.txt_reads_count
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9677|s__GGB9677_SGB15179																					2998.0																																				254024.0				1892.0																															
k__Bacteria|p__Firmicutes|c__CFGB1337|o__OFGB1337|f__FGB1337|g__GGB3254|s__GGB3254_SGB4301																					9914.0																																								9014.0																															
k__Bacteria|p__Firmicutes|c__CFGB2873|o__OFGB2873|f__FGB2873|g__GGB9172|s__GGB9172_SGB14110																					1510.0																																				534204.0																																			
k__Bacteria|p__Firmicutes|c__CFGB3022|o__OFGB3022|f__FGB3022|g__GGB9499|s__GGB9499_SGB72735																					3986.0																																								6062.0																															
k__Bacteria|p__Firmicutes|c__CFGB73147|o__OFGB73147|f__FGB73147|g__GGB9169|s__GGB9169_SGB14107																					164.0																																																																							
k__Bacteria|p__Firmicutes|c__CFGB76462|o__OFGB76462|f__FGB76462|g__GGB74802|s__GGB74802_SGB47402																					10284.0																																								9528.0																															
k__Bacteria|p__Firmicutes|c__CFGB76578|o__OFGB76578|f__FGB76578|g__GGB79648|s__GGB79648_SGB4350																					225404.0																																								226074.0																															
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudoscilispira|s__Candidatus_Pseudoscilispira_faecavium																					62.0									308.0																			436.0				146.0				20550.0				82.0																	166.0									2248.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42184|s__GGB42184_SGB59334																					5748.0																																								5664.0																															
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9616|s__GGB9616_SGB15051																					6570.0	1270.0					1774.0																11174.0			2296.0				2768.0					3288.0		49086.0				6376.0			3868.0																						5572.0		10992.0				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15099																					1974.0																																				908.0				1140.0																															
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9636|s__GGB9636_SGB15108																					12200.0																													1114.0											13400.0			3108.0																												
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB4196																					22632.0																																								23322.0																															
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4456|s__GGB4456_SGB6141																					40686.0									30820.0		22204.0																	37002.0	45504.0	22462.0	20888.0	38776.0				2074.0				36884.0			43298.0												24000.0		33910.0					6882.0							12380.0		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter_othiniensis																					952.0																																																	7920.0									4966.0													
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis																					8486.0																													4798.0											7874.0			4594.0					302.0	47384.0									32858.0													
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__GGB79666|s__GGB79666_SGB4173																					566.0																																								70.0																															
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB79678|s__GGB79678_SGB4833																					34694.0							25028.0																																	33416.0																														17578.0	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Duganella|s__Duganella_SGB14003																					706.0																																								412.0																															
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB9082|s__GGB9082_SGB14007																					7440.0																																				132472.0				8042.0																															
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB9333|s__GGB9333_SGB14296																					280.0																																								272.0																															
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__GGB6123|s__GGB6123_SGB8767																					3098.0																																								2196.0																										15794.0					
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_SGB15240																					5210.0																													278.0											4434.0																															
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__GGB9747|s__GGB9747_SGB15355																					9934.0																																								9172.0																															
k__Bacteria|p__Tenericutes|c__CFGB10317|o__OFGB10317|f__FGB10317|g__GGB4640|s__GGB4640_SGB6419																					500.0																																								324.0																															
k__Bacteria|p__Tenericutes|c__CFGB1779|o__OFGB1779|f__FGB1779|g__GGB4717|s__GGB4717_SGB6533																					74362.0		2644.0																								3650.0														68914.0										10376.0																					
k__Bacteria|p__Tenericutes|c__CFGB76103|o__OFGB76103|f__FGB76103|g__GGB13818|s__GGB13818_SGB6606																					22580.0																													25152.0											22594.0			23800.0																												
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB79770|s__GGB79770_SGB15022																						2346.0					942.0																			2200.0		1188.0		2316.0					1996.0		46054.0	662.0						1924.0										136.0																		
k__Bacteria|p__Firmicutes|c__CFGB32970|o__OFGB32970|f__FGB32970|g__GGB51884|s__GGB51884_SGB49168																						3634.0					3790.0					4386.0														4076.0				1494.0	5898.0	4102.0			3880.0									1122.0												6410.0																
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB4771																						3412.0			19128.0		4512.0	6200.0					68.0			25314.0										5744.0		2980.0		914.0					2708.0		22484.0			2380.0				1420.0					1376.0		126.0					132.0							270.0							2188.0	5838.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3528|s__GGB3528_SGB4713																						1386.0					722.0																			58.0									1050.0																																					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB1331|s__GGB1331_SGB1788																						4754.0					3878.0																			3144.0									3122.0																																					
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica																						98.0					150.0					14074.0											5442.0			244.0					17376.0	14086.0			238.0															287946.0						14712.0			235574.0							2910.0		4074.0				
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__GGB79819|s__GGB79819_SGB4702																							2078.0																								3316.0																								16272.0																					
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum																							3574.0																								3958.0																								28798.0																					
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4559|s__GGB4559_SGB6293																							5332.0																								4124.0																								15934.0																					
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4569|s__GGB4569_SGB6312																							104768.0																								114260.0										420876.0														306330.0		284.0																			
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4584|s__GGB4584_SGB6338																							8046.0																								9544.0	6386.0												5904.0											28382.0																1790.0					
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4586|s__GGB4586_SGB6344																							9266.0																								8108.0																								27468.0																					
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4596|s__GGB4596_SGB6358																							9144.0																								8866.0																								27364.0																					
k__Bacteria|p__Firmicutes|c__CFGB76360|o__OFGB76360|f__FGB76360|g__GGB4632|s__GGB4632_SGB6410																							7822.0																								10030.0																								29362.0																					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3176|s__GGB3176_SGB4194																							10270.0																								10556.0																								59702.0																17446.0					
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_SGB15407																							5626.0																								6918.0										2670.0														43670.0																					
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis																							10832.0															127736.0									3620.0							219122.0																		226610.0																				
k__Bacteria|p__Tenericutes|c__CFGB343|o__OFGB343|f__FGB343|g__GGB781|s__GGB781_SGB1024																							248.0																								334.0																								3916.0																					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_sp_An194																								2300.0		5936.0																																																							31718.0											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata																								356.0																																																									3994.0											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Fournierella|s__Fournierella_massiliensis																								34484.0		35540.0																																												6612.0									3208.0		179470.0											
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574|s__GGB6574_SGB9290																								21564.0		19456.0		11796.0																																																					113502.0										7350.0	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9595|s__GGB9595_SGB15018																									7404.0											7962.0																					28214.0																																			
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3141|s__GGB3141_SGB4154																									66472.0											75760.0																																																								
k__Bacteria|p__Firmicutes|c__CFGB2889|o__OFGB2889|f__FGB2889|g__GGB9197|s__GGB9197_SGB14136																									7384.0											6970.0																																																								
k__Bacteria|p__Firmicutes|c__CFGB2930|o__OFGB2930|f__FGB2930|g__GGB9253|s__GGB9253_SGB14199																									36972.0											43382.0																																												460.0												
k__Bacteria|p__Firmicutes|c__CFGB3040|o__OFGB3040|f__FGB3040|g__GGB9542|s__GGB9542_SGB14947																									45758.0			2126.0								60614.0																																																							1216.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3627|s__GGB3627_SGB4906																									31662.0											38102.0																																																								
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_OM04_5BH																									11220.0											13734.0																																																								
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB34228|s__GGB34228_SGB53814																									1754.0											2294.0														50.0														336.0							1588.0																					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bovis																									2438.0											4228.0																					124594.0																																			
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_faecalis																									65964.0											81534.0																																																								
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_seckii																									952.0						1524.0																										3082.0																																			
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__GGB6127|s__GGB6127_SGB8773																									16954.0											21374.0																																																								
k__Bacteria|p__Actinobacteria|c__CFGB2987|o__OFGB2987|f__FGB2987|g__GGB9357|s__GGB9357_SGB14330																												53136.0																																																															43576.0	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella|s__Parolsenella_catena																												5914.0																																																															4664.0	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB13758|s__GGB13758_SGB9208																												39870.0																																																															36550.0	
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9559|s__GGB9559_SGB69175																												20028.0															152160.0																																											84976.0		142356.0			15826.0	
k__Bacteria|p__Firmicutes|c__CFGB76356|o__OFGB76356|f__FGB76356|g__GGB9088|s__GGB9088_SGB14017																												46186.0																													85918.0																														2922.0				35960.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3363|s__GGB3363_SGB4448																												91018.0		140496.0		27080.0									2524.0							29278.0	145000.0		29196.0	27750.0	155934.0							26840.0																29620.0		144010.0													72590.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF22_9																												542398.0															7288.0																																											4190.0		6566.0		428.0	474582.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_SGB4872																												61174.0																													19324.0																																		51618.0	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_SGB9345																												13588.0						4790.0						6102.0																																																			11488.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Geddesella|s__Candidatus_Geddesella_stercoravicola																													198.0		406.0																										1634.0																																			
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei																														14738.0																			16240.0				15788.0																									14892.0														
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis																														3544.0																			1620.0				2396.0																									2682.0														
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caecigallinarum																														322364.0																			327696.0				327044.0																									317822.0														
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila																														230554.0																			240110.0				226770.0																									232328.0														
k__Bacteria|p__Bacteroidetes|c__CFGB59744|o__OFGB59744|f__FGB59744|g__GGB59744|s__GGB59744_SGB2275																														1506.0								926.0											1306.0				2436.0	2152.0																		3736.0						2514.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_dongliensis																														22524.0																			24356.0				23152.0																22.0									22742.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae																														4378.0																			3710.0				5418.0																									4546.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_pseudoavium																														16944.0		59572.0																	16202.0		64968.0	56364.0	16042.0																							59982.0		16152.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4579|s__GGB4579_SGB6329																														521662.0																			515848.0				541098.0				25102.0																					519848.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4597|s__GGB4597_SGB6359																														1352.0																			1032.0				1432.0																									2194.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4653|s__GGB4653_SGB6440																														29102.0																			29738.0				27360.0																									30672.0														
k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347|g__GGB3287|s__GGB3287_SGB4341																														1950.0																			1786.0				1748.0				3124.0																					1486.0														
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899|f__FGB72899|g__GGB4608|s__GGB4608_SGB6382																														2278.0																			1590.0				2338.0																									1552.0														
k__Bacteria|p__Firmicutes|c__CFGB76016|o__OFGB76016|f__FGB76016|g__GGB3123|s__GGB3123_SGB4135																														3358.0																			3236.0				3422.0				19844.0																					1770.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_NSJ_33																														82.0																							28.0																									82.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM42_4																														9242.0																			10068.0				8374.0																									9666.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_NSJ_50																														34266.0																			34162.0				32114.0																									32826.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gilvus																																1568.0																			544.0	1372.0																								540.0																
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus																																186.0											744.0																																																	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_salivarius																																59888.0																			63412.0	58444.0																								59420.0																
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB33085|s__GGB33085_SGB1671																																		3155986.0						3271676.0																																																				
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB33085|s__GGB33085_SGB1673																																		832.0						502.0																																																				
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_fuchuensis																																		730.0						870.0																																																				
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus																																		1008.0						704.0																																																				
k__Bacteria|p__Firmicutes|c__CFGB76046|o__OFGB76046|f__FGB76046|g__GGB51510|s__GGB51510_SGB71883																																		2676.0						2354.0																																																				
k__Bacteria|p__Firmicutes|c__CFGB76329|o__OFGB76329|f__FGB76329|g__GGB79420|s__GGB79420_SGB105987																																		11492.0						10060.0																																																				
k__Bacteria|p__Firmicutes|c__CFGB76352|o__OFGB76352|f__FGB76352|g__GGB4571|s__GGB4571_SGB6320																																		68.0																																																										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp_NSJ_55																																		44.0						564.0																																																				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella|s__Neobittarella_massiliensis																																		28.0																																																										
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus|s__Amedibacillus_dolichus																																		63328.0						68952.0																																																				
k__Bacteria|p__Fusobacteria|c__CFGB76375|o__OFGB76375|f__FGB76375|g__GGB4386|s__GGB4386_SGB6036																																		1347796.0						1370596.0																																																				
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum																																		772356.0						803638.0																																																				
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB2732|s__GGB2732_SGB58358																																		1218.0						1336.0																																																				
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_SGB14792																																		260.0						1148.0																																																				
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__GGB72452|s__GGB72452_SGB4052																																		40040.0				10082.0		41590.0														22318.0																		16898.0																				
k__Bacteria|p__Firmicutes|c__CFGB76046|o__OFGB76046|f__FGB76046|g__GGB55957|s__GGB55957_SGB77276																																					4166.0																																																5816.0							
k__Bacteria|p__Firmicutes|c__CFGB76238|o__OFGB76238|f__FGB76238|g__GGB3478|s__GGB3478_SGB14857																																					1880.0																																																3458.0							
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6834																																					1374.0																				1116.0																																			
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_348																																						74.0																72.0			698.0																																			
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_laudensis																																						1482.0																1586.0																1844.0		3208.0							1806.0													
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3504|s__GGB3504_SGB4680																																						4708.0																7874.0																		8472.0																				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB80017|s__GGB80017_SGB63183																																						2624.0																5042.0																		4828.0																				
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_massiliensis																																						3812.0																6426.0																		6280.0																				
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_varium																																						88.0																258.0																		872.0																				
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_SGB9207																																						22238.0																36976.0																	1460.0	40072.0																				
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_inopinata																																								54.0																																																				
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB74447|s__GGB74447_SGB1596																																									41206.0							430454.0												317376.0																																
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_odontolytica																																											4906.0																																													4902.0				
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1615																																											332.0																																											788.0		292.0				
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis																																											910722.0																																											623502.0		923224.0				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_SGB4708																																											41858.0																																											24648.0		43178.0				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_SGB4580																																											444306.0																																											279314.0		424766.0				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3429|s__GGB3429_SGB4569																																											96586.0														75876.0																													62938.0		97430.0				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_AF13_28																																											47774.0																																											31784.0		51046.0				
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6828																																											3346.0														8332.0							650.0																						2262.0		1954.0				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_schinkii																																															998.0																								9318.0																					
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9603|s__GGB9603_SGB15035																																																1940.0									276660.0			616.0																																
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_neonatale																																																3308.0												4162.0																																
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__GGB519|s__GGB519_SGB697																																																		79230.0														77946.0																												
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1688																																																		1340754.0														1404772.0																												
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_multisaccharivorax																																																		19932.0														20754.0																												
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3033|s__GGB3033_SGB4028																																																		3380.0														4936.0																												
k__Bacteria|p__Firmicutes|c__CFGB1360|o__OFGB1360|f__FGB1360|g__GGB3325|s__GGB3325_SGB4402																																																		328.0														724.0																												
