clade_name	ERR479190.txt_reads_count	ERR479384.txt_reads_count	ERR479182.txt_reads_count	ERR479306.txt_reads_count	ERR479136.txt_reads_count	ERR479098.txt_reads_count	ERR479202.txt_reads_count	ERR479382.txt_reads_count	ERR479070.txt_reads_count	ERR479227.txt_reads_count	ERR479013.txt_reads_count	ERR479233.txt_reads_count	ERR479330.txt_reads_count	ERR479383.txt_reads_count	ERR479301.txt_reads_count	ERR479088.txt_reads_count	ERR479327.txt_reads_count	ERR479232.txt_reads_count	ERR479106.txt_reads_count	ERR479161.txt_reads_count	ERR479104.txt_reads_count	ERR479007.txt_reads_count	ERR479344.txt_reads_count	ERR479086.txt_reads_count	ERR479208.txt_reads_count	ERR479085.txt_reads_count	ERR479006.txt_reads_count	ERR479122.txt_reads_count	ERR479307.txt_reads_count	ERR479281.txt_reads_count	ERR479304.txt_reads_count	ERR479364.txt_reads_count	ERR479299.txt_reads_count	ERR479075.txt_reads_count	ERR479191.txt_reads_count	ERR479207.txt_reads_count	ERR479347.txt_reads_count	ERR479189.txt_reads_count	ERR479181.txt_reads_count	ERR479076.txt_reads_count	ERR479239.txt_reads_count	ERR479067.txt_reads_count	ERR479162.txt_reads_count	ERR479230.txt_reads_count	ERR479069.txt_reads_count	ERR479008.txt_reads_count	ERR479343.txt_reads_count	ERR479238.txt_reads_count	ERR479280.txt_reads_count	ERR479218.txt_reads_count	ERR479362.txt_reads_count	ERR479363.txt_reads_count	ERR479282.txt_reads_count	ERR479187.txt_reads_count	ERR479009.txt_reads_count	ERR479228.txt_reads_count	ERR479298.txt_reads_count	ERR479231.txt_reads_count	ERR479300.txt_reads_count	ERR479240.txt_reads_count	ERR479103.txt_reads_count	ERR479229.txt_reads_count	ERR479068.txt_reads_count	ERR479217.txt_reads_count	ERR479386.txt_reads_count	ERR479097.txt_reads_count	ERR479012.txt_reads_count	ERR479385.txt_reads_count	ERR479105.txt_reads_count	ERR479250.txt_reads_count	ERR479345.txt_reads_count	ERR479188.txt_reads_count	ERR479089.txt_reads_count	ERR479234.txt_reads_count	ERR479137.txt_reads_count	ERR479365.txt_reads_count	ERR479192.txt_reads_count	ERR479283.txt_reads_count	ERR479249.txt_reads_count	ERR478999.txt_reads_count	ERR479087.txt_reads_count	ERR479328.txt_reads_count	ERR479058.txt_reads_count	ERR479305.txt_reads_count	ERR479346.txt_reads_count	ERR479164.txt_reads_count	ERR479090.txt_reads_count	ERR479163.txt_reads_count	ERR479201.txt_reads_count	ERR479057.txt_reads_count	ERR479123.txt_reads_count	ERR479329.txt_reads_count
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	70790.0	4312.0				224814.0		21106.0			10628.0	2740.0		22474.0	129300.0	280.0	4585092.0	1000.0	216458.0		226636.0											4310.0	132768.0		8422.0			814.0					9072.0							212694.0	2256.0	2202.0		1082.0			621592.0	2810.0	90636.0		218564.0			218406.0	1452.0	224612.0	7896.0	2064.0	239902.0			478.0	584.0	978.0		2630.0	69772.0			73460.0		4675404.0	3590.0			5334.0	9368.0	4852.0		6472.0		
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB6371	1812.0		19990.0	710.0																									106.0		158.0								17192.0																		13858.0																				2540.0															
k__Bacteria|p__Actinobacteria|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB34797|s__GGB34797_SGB14322	12990.0			43010.0							1978.0				64672.0				50562.0										30840.0	72736.0	41228.0	6902.0	73424.0																67218.0		10052.0	2760.0	68540.0				165274.0		42426.0								692.0		32670.0							9194.0	8292.0	84372.0						35000.0			5700.0					
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14861	1828.0	51804.0	90538.0	100986.0	18960.0	90412.0		4686.0	156304.0		42094.0	23488.0		4990.0	34038.0	2988.0	92584.0	22526.0	78586.0		4384.0	12178.0	76238.0		18994.0		12956.0	20704.0	86602.0	23988.0	102444.0	5262.0	32866.0			22854.0	101602.0	21102.0	83302.0			115718.0			150166.0	13820.0	88084.0	7956.0	23226.0	47176.0	4934.0	5184.0	22984.0	35010.0	13612.0		39290.0	25870.0	20866.0	4794.0	4522.0		151074.0	52096.0	31444.0	91022.0	48130.0	47078.0	86022.0		376866.0	35560.0	2760.0	25444.0	16364.0	6738.0	1944.0	25188.0		16304.0	864.0	87660.0		91928.0	100478.0		33764.0				13842.0	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB15196	6432.0														1516.0				22548.0		14438.0				27632.0								1966.0			30328.0														4294.0							9400.0		220.0		15372.0			4972.0				122.0	22998.0		6354.0						3744.0															
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	6828.0	21206.0		99420.0	15458.0	30338.0	1669578.0	271892.0			126048.0	150850.0	105526.0	251182.0	452658.0	616.0	334022.0	132094.0	74500.0		29422.0		20104.0		15646.0			9436.0	86080.0	2168.0	106026.0	31516.0	471128.0	253954.0		19692.0		21410.0		260490.0			83468.0				20594.0	4990.0	2994.0		35690.0	28324.0	3042.0	36514.0			154986.0	154030.0	253876.0	3232.0	24854.0				13216.0	30598.0	151434.0	20552.0	84066.0		108584.0	34422.0	230.0	154008.0	11892.0	35042.0	4426.0	3288.0		570.0		335728.0		96490.0		50138.0	16362.0	86836.0	1697644.0		10342.0	109472.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB4687|s__GGB4687_SGB6484	78252.0																		6152.0																9108.0																																		5840.0								74578.0															
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9424|s__GGB9424_SGB14794	422.0																			78094.0	15564.0																																								16276.0																															
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens	2318.0			12794.0		58214.0	34066.0		85824.0	10416.0	53264.0	27078.0				2110.0		22762.0	6164.0		11696.0				13672.0				8710.0		12364.0			108684.0		10010.0				100574.0		61780.0		9668.0	86266.0											14020.0	8088.0	19994.0			16684.0	13802.0	88152.0			65356.0	54066.0		2800.0				4072.0	22488.0			3336.0							12528.0			40542.0		34334.0			
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_SGB6263	228.0																																																																																											
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	125726.0	98534.0		63512.0		483724.0		835908.0	22466.0	80750.0	11640.0	64360.0	381152.0	843720.0	24098.0	10274.0	944044.0	59668.0	117646.0	153090.0	86620.0	53894.0	26822.0				58690.0	239824.0	62890.0		64196.0	11790.0	19940.0	294640.0	10762.0		2072924.0			316830.0	3784.0	23054.0	1281580.0	79616.0	23428.0	51098.0	33980.0	58682.0		294784.0	12178.0	10624.0			56226.0	74490.0	52808.0	67128.0	15048.0	43122.0	87128.0	77678.0	24466.0	297412.0	66770.0	506088.0	7514.0	94414.0	132372.0		98216.0		10200.0	62156.0		12014.0	109342.0			71482.0		936630.0	33640.0	63658.0	2092394.0	850972.0	73218.0	1281790.0		61898.0	205260.0	380128.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	6420.0					36666.0					41138.0		318590.0			3518.0	157514.0				36032.0		26104.0	88646.0	58642.0	81702.0						341396.0				71290.0											31240.0				358842.0	314682.0					667286.0				31494.0					31232.0	33906.0				90282.0		3756.0			338322.0	4424.0				322184.0	160678.0					47636.0					329414.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_mediterraneensis	47942.0																															2562486.0			3966.0																2757420.0	2414236.0																								2617912.0	39366.0						79528.0							133528.0		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	9316.0	144968.0	1935336.0	238948.0				653856.0	17346.0	50986.0	101272.0	6252.0	350216.0	662158.0	100372.0	612.0		6378.0	37242.0	22274.0	13860.0	100056.0	5644.0	17924.0	29910.0	15652.0	109420.0	136174.0	216206.0	106168.0	242992.0	77556.0	91720.0			36698.0	1043762.0	168164.0	1803630.0		5522.0	14038.0	1325580.0	56938.0	18106.0	100704.0	6380.0	96610.0	116038.0	220146.0	82000.0	78272.0	105818.0	272790.0	103452.0	43764.0	400094.0	4818.0	65608.0	82586.0	10958.0	48892.0	14890.0	239614.0	94590.0		97160.0	140080.0	37888.0	186114.0	33902.0	284692.0	874.0	5550.0		78046.0	5322.0	98454.0	147398.0	14966.0	81028.0			235880.0	1049930.0	879236.0	36340.0	1336832.0		1394.0	121216.0	360334.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	49902.0	786400.0	9240788.0	850030.0	1337040.0	4299724.0		1660772.0	154908.0	228914.0	756340.0	94554.0	560834.0	1680066.0	220548.0	39600.0	1054212.0	94668.0	133232.0	159550.0	214074.0	275432.0	77670.0	113324.0	401832.0	107406.0	301620.0	562450.0	744512.0	919446.0	879248.0	416650.0	225268.0	257532.0	2446.0	477844.0	5448370.0	1344802.0	8472882.0	280430.0	45862.0	117498.0	500628.0	238330.0	143256.0	295858.0	90716.0	562462.0	941752.0	477276.0	453228.0	378974.0	994234.0	2143862.0	286006.0	221456.0	1969356.0	94644.0	126756.0	415710.0	220306.0	217916.0	139874.0	533184.0	475232.0	4310526.0	717400.0	745120.0	126908.0	696732.0	319940.0	2178890.0	47578.0	93178.0	1102108.0	422332.0	26862.0	977854.0	529658.0	371270.0	425842.0	1085758.0	112160.0	813926.0	5499928.0	322640.0	338818.0	490648.0		173000.0	472422.0	549008.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	4992.0	234614.0	39018.0	382314.0	343502.0	50722.0			584.0		9194.0	45320.0	409388.0		171762.0			38656.0	15186.0	11942.0	5694.0	5754.0	7442.0	3272.0		1186.0	3292.0	167112.0	317766.0	365766.0	390792.0	8764.0	146090.0	1916234.0		1176.0			42310.0	1925284.0			55324.0	1644.0		2052.0	11650.0		396100.0	126128.0	13422.0	10164.0	370890.0		1848.0		165644.0	43702.0	85756.0		15442.0		1720.0	142304.0	133086.0	48646.0	7016.0	202998.0	29250.0	88140.0	61272.0			43984.0	268416.0	12406.0	1514.0	361062.0	75958.0	32688.0	3644.0		8400.0	310468.0		49862.0		65276.0		18020.0	106000.0	420240.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Mediterranea|s__Mediterranea_massiliensis	16590.0															22500.0																																		66504.0														67612.0									20952.0				11522.0						9056.0				197256.0			16022.0		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_SGB6473	8608.0	137732.0							63440.0						26034.0						516.0												25008.0		514.0							53118.0			64100.0														15858.0		1112.0		62708.0		91354.0			133454.0									9404.0						40756.0							58536.0		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_coprophilus	23268.0											400.0						68.0												351946.0					902.0						23262.0							215358.0	358330.0				359484.0							166174.0											1236.0						18460.0	346692.0														
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei	5474.0	716658.0	8286348.0	72340.0		372330.0		8246.0		4774.0	55958.0	20220.0		8400.0	457270.0	28556.0	4139454.0	20616.0	300.0		634858.0	455074.0	91396.0	24064.0		29528.0	481014.0	786700.0	64996.0		76430.0		434126.0	370534.0			475332.0	44052.0	7840546.0	384002.0	3290.0		47218.0	2224.0		460072.0	104710.0	66074.0		200716.0				71054.0	465818.0	2584.0	471696.0	20644.0	278344.0	50524.0	590054.0	4568.0		198676.0	448640.0	365166.0	59288.0	690094.0		98450.0	315950.0	69238.0	30640.0	21674.0			7380.0		75290.0	199276.0	84438.0	4206112.0	32024.0	72068.0	488324.0	26298.0	236932.0	44924.0		55720.0	687536.0	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_plebeius	152336.0			577110.0							15264.0	230184.0	2001356.0			6216.0		204460.0	545516.0	161756.0			31956.0						528954.0	1953200.0	614486.0			618906.0	16028.0			1154824.0		599384.0			5680.0				36802.0		2018138.0	1322654.0			2007608.0	1915754.0			1128380.0	225848.0						1351448.0			12484.0		603216.0		131680.0	1890978.0	6786.0	231248.0			121860.0	2038988.0						600354.0		2440.0	54898.0	4928.0				1969766.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus	60272.0	770230.0	1600.0	656012.0	2820338.0	240384.0		3444750.0	541574.0	391218.0	51582.0	80238.0	1184524.0	3640550.0	749934.0	15618.0		59860.0	472096.0	701868.0	333680.0	474650.0	256474.0	100982.0	300240.0	89188.0	504004.0	839194.0	640096.0	754848.0	680070.0	1505566.0	821012.0	2097312.0	5132.0	328212.0	8774512.0	3095542.0		2282164.0	135742.0	410950.0	8564234.0	412016.0	519740.0	508946.0	257886.0	1132884.0	797966.0	207868.0	1593668.0	1407494.0	862100.0	4999510.0	491148.0	326438.0	1819458.0	76110.0	531830.0	918320.0	322808.0	420610.0	515466.0	129002.0	446136.0	240326.0	60660.0	772068.0	507036.0	7107210.0	780596.0	4858370.0	29918.0	64546.0	2451888.0	1437994.0	37228.0	817388.0	5642556.0	431416.0	266782.0	1216.0	287522.0	668804.0	8764764.0	5833856.0	137094.0	8449064.0		465168.0	714766.0	1348200.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis	1204.0	77302.0	308964.0	118642.0	282550.0	15278.0		67458.0		33030.0	1066.0	11456.0	399526.0	61560.0	150638.0	1864.0	950436.0	10810.0	168084.0	118210.0	151856.0	31300.0	42624.0		106908.0		37544.0	332466.0	115878.0	107988.0	128760.0	6696.0	148920.0	17452.0		128080.0	996658.0		298854.0	18786.0	2652.0			31150.0		29308.0	47058.0	60194.0	109016.0		6574.0	4692.0	107340.0		31154.0	32196.0	295112.0	12490.0	95232.0	48492.0	139156.0	32624.0			53338.0	14820.0	1528.0	80412.0	179870.0		167368.0		2148.0	10826.0	238356.0	6720.0	84.0	102840.0		37674.0		968016.0		125406.0	985874.0		29590.0				277764.0	403034.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecihominis	3910.0	27480.0								10080.0					37804.0				248.0				18838.0					16390.0		2718.0			28942.0				71262.0				108.0			12352.0			22132.0	14424.0	4526.0				2544.0			10752.0	139248.0		20788.0	11048.0		8644.0			19978.0			33692.0	2028.0	27816.0	84272.0						4384.0	3888.0	17512.0				16358.0		70274.0		696.0			31262.0	10620.0	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_paravirosa	694.0			6522.0				46410.0						44144.0														32218.0	6360.0		8110.0	3366.0		100720.0						93374.0											3618.0	2900.0					92340.0																			3254.0				6752.0				4080.0							23734.0	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	5804.0	33854.0		20388.0	21982.0	5530.0						988.0		1684.0	15336.0	2764.0		2598.0	12168.0			30174.0			252.0		30324.0		14092.0		22338.0		14930.0	13908.0			42488.0			16346.0						30860.0									35506.0		399680.0	1690.0	9154.0						19742.0	5314.0		30968.0	12894.0				2554.0	2608.0	19822.0		4094.0						1886.0	15382.0	45836.0		46252.0			3762.0		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	25216.0	98862.0	127574.0	70350.0	40404.0	43338.0		193488.0		30708.0	1650.0	1176.0	70978.0	182838.0	169692.0	13770.0	322896.0	1160.0	37418.0	37050.0	33022.0	12796.0	6066.0		82034.0		13042.0	102450.0	62486.0	105352.0	73668.0	406.0	165542.0	77374.0	506.0	90508.0	203940.0	81470.0	111714.0	80140.0	1142.0			25228.0		16116.0	5182.0	40098.0	105728.0	181538.0	1736.0		108586.0	127542.0	15946.0	23354.0	358294.0		109532.0	28292.0	33658.0	28630.0		194822.0	68926.0	45576.0	854.0	103018.0	40932.0	36586.0	23902.0	125170.0	12546.0	966.0	32820.0	1064.0	21364.0	106126.0	21790.0	10280.0		325496.0	21128.0	66242.0	203000.0		113636.0			34660.0	85706.0	73844.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides|s__Sanguibacteroides_justesenii	1580.0	17096.0														542.0			4320.0									4676.0		20.0																											67524.0								12090.0			16684.0	4536.0				320.0				1090.0	64.0									9130.0				3684.0	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1148|s__GGB1148_SGB1475	272894.0																						65732.0												27424.0												70166.0																								256884.0						224704.0															
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla|s__Marseilla_massiliensis	13758.0							1977074.0			30810.0	68634.0		1937740.0				59254.0		2424094.0																																						74400.0									31012.0							74864.0			9028.0															
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	29700.0	170382.0				102776.0		103444.0			108898.0		339214.0	105386.0	89484.0	5968.0	66402.0						85896.0										83480.0		1080.0												97668.0												50464.0						107764.0	108506.0	116732.0	166400.0			383568.0		6492.0				24562.0					69530.0	17790.0				63608.0			33136.0		342278.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1680	284100.0																																		27530.0																						58.0																				211952.0															
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_A	2023012.0							294384.0			151148.0	1491618.0	620642.0	293144.0	2933732.0	209968.0		1392088.0	6178448.0				300924.0		8124956.0					834.0			2938396.0		233858.0	9367334.0							1036.0				347340.0	474.0	516.0				714.0				4482632.0	1565882.0	1846326.0								147436.0		6788970.0		1153632.0		198884.0	1510364.0			1664290.0	1114.0		5814.0							1459784.0					629066.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_B	447176.0							83126.0			287878.0			90850.0																					51786.0																						3431770.0										296502.0										358598.0						341296.0							526992.0		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_H	68496.0																																		4886.0																																										54032.0															
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	2364.0	78156.0	938866.0	16730.0		90328.0		160142.0		22232.0	83528.0			146414.0	22316.0	968.0	76140.0		7362.0		4044.0	13926.0	17300.0		159660.0		17100.0	3846.0	13082.0		19644.0	25190.0	21698.0	73752.0		210214.0	173784.0	9186.0	845422.0	69298.0			60820.0	18618.0	124.0	17352.0	18166.0				27784.0	23108.0		21322.0	15254.0	16796.0	61858.0		12452.0		4836.0	19528.0			43810.0	92900.0	91070.0	72266.0	8882.0	6592.0	110076.0	17152.0	1188.0			25428.0	1168.0		2910.0	12906.0		73652.0		16732.0	170528.0	33182.0	35526.0	58816.0		1408.0	2148.0	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_An31A	954.0																		36816.0																																																		38952.0																							
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3278|s__GGB3278_SGB4328	132188.0																						58690.0												14446.0						21312.0						67056.0	215582.0									2152472.0			184590.0											214566.0						121718.0															
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3281|s__GGB3281_SGB4335	88206.0																								99668.0			746170.0							7374.0	115514.0																																									66550.0														629294.0	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__GGB1407|s__GGB1407_SGB1931	63288.0							32970.0						26694.0																					5316.0																																										56544.0															
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__GGB1408|s__GGB1408_SGB1933	2354.0																			64258.0																																																									968.0															
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	19030.0	43838.0			911140.0	271134.0		262820.0		97180.0	66888.0	19326.0	71620.0	252962.0	459654.0	1676.0	1446192.0	17886.0	61894.0		12002.0		16714.0	6652.0	160752.0	7718.0				152746.0		213026.0	481880.0	168856.0		189124.0	1413234.0	227530.0		183892.0	3274.0			105464.0			20474.0	38770.0	158310.0		238420.0	218120.0	141966.0	401458.0		91060.0	171252.0	19218.0	303074.0	30092.0	11178.0	91662.0			25072.0	263690.0	74888.0	36818.0	64762.0		90038.0	366760.0	3872.0	16658.0	736242.0	236468.0	14328.0	150806.0		58626.0	27934.0	1428018.0	9778.0		1434582.0		36128.0			16888.0		66282.0
k__Bacteria|p__Bacteroidetes|c__CFGB529|o__OFGB529|f__FGB529|g__GGB1096|s__GGB1096_SGB1408	27572.0	72378.0									45008.0										42628.0									35622.0				9356.0	1400.0					9978.0								6552.0	40542.0				36232.0							5236.0	40018.0				43752.0		40722.0	67006.0									22434.0	39770.0		71084.0												
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1496|s__GGB1496_SGB2073	68750.0																																		5968.0																																										59134.0															
k__Bacteria|p__Bacteroidetes|c__CFGB658|o__OFGB658|f__FGB658|g__GGB1627|s__GGB1627_SGB2230	497652.0	2644.0						140250.0						150786.0		191070.0					889584.0		128082.0												50196.0								820.0				125408.0										3435518.0				859172.0				3194.0			1512.0			504098.0		181518.0				384162.0										1565864.0					
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB80055|s__GGB80055_SGB4053	6412.0																																																																												4596.0															
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9697|s__GGB9697_SGB15213	1224.0					61914.0					113630.0								756.0														178.0																	2986.0														3070.0		59888.0	123952.0		362.0								650.0															
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB13727|s__GGB13727_SGB8655	61916.0																																		5514.0																																										54912.0															
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_SGB6340	79122.0	102284.0		16020.0					13814.0		6816.0								29134.0				21358.0					294640.0	13466.0	285612.0	15992.0				7252.0							10814.0			10918.0		27650.0	5372.0	284162.0				296522.0							3744.0			11598.0		70792.0		5630.0	104308.0	26836.0		76544.0						77224.0	289386.0					258402.0	13738.0			922.0			347762.0	256256.0	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4546|s__GGB4546_SGB6267	2078.0																																																																												1688.0															
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4550|s__GGB4550_SGB6273	6756.0																																																																												6268.0															
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4558|s__GGB4558_SGB6289	19084.0																																		992.0																																										18998.0															
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4566|s__GGB4566_SGB6305	1004.0	11376.0			532.0			8920.0	412766.0				84018.0	9192.0			1522.0			234824.0			16562.0							462.0												330138.0			412494.0		20864.0		88.0				398.0										404606.0		8294.0			10982.0			57342.0						1312.0	174.0				442.0	1368.0				312.0			1556.0		83778.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4568|s__GGB4568_SGB6309	2910.0																																																																												2610.0															
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4588|s__GGB4588_SGB6347	3718.0	78026.0																												222874.0																			219866.0				233080.0							214.0					49520.0			77860.0									5028.0	225202.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4723|s__GGB4723_SGB6540	2970.0		16262.0																																				14604.0																		2522.0																				2670.0															
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9522|s__GGB9522_SGB14921	216.0	650.0			264.0	1776.0		14702.0	15334.0	4138.0	6912.0			14936.0	2706.0						802.0	878.0	3462.0				2062.0	2728.0		2630.0		688.0	2616.0									14390.0		3878.0	13842.0	2518.0	7020.0		3062.0	2706.0	714.0	478.0	3282.0		1430.0	3988.0			814.0		496.0	3216.0	14946.0	3722.0		3472.0	9134.0	714.0	3106.0	1908.0	33478.0				1862.0			2752.0	878.0												250.0	710.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9589|s__GGB9589_SGB15011	584.0								802.0						1116.0															4148.0			458.0									606.0			1254.0				5540.0				4084.0						254.0				754.0															3932.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602|s__GGB9602_SGB15028	2598.0					122446.0					432.0				996.0				1488.0				2570.0		13368.0								1364.0			11972.0		6958.0									3646.0							13858.0			29380.0		562.0							124672.0	872.0		406.0		28006.0	12182.0					2386.0			940.0												
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602|s__GGB9602_SGB15031	26870.0	105722.0		8908.0		7260.0			48250.0		99134.0	3000.0			19896.0			2238.0	37678.0	3582.0	90928.0	2474.0	29040.0		7768.0		2770.0	110138.0	6510.0	56066.0	9866.0		23394.0		1158.0	7044.0						39222.0			44100.0	3830.0	32486.0		53436.0	43338.0			52002.0		3618.0		2242.0	2690.0	14500.0		85742.0		41824.0	54172.0	58526.0	7740.0	107572.0	93600.0	39494.0		160496.0			2926.0			17312.0	55158.0		32938.0			2406.0	8610.0						4400.0	92654.0	
