clade_name	ERR479322.txt_reads_count	ERR479324.txt_reads_count	ERR479392.txt_reads_count	ERR479150.txt_reads_count	ERR479158.txt_reads_count	ERR479268.txt_reads_count	ERR478996.txt_reads_count	ERR479052.txt_reads_count	ERR479404.txt_reads_count	ERR479321.txt_reads_count	ERR479205.txt_reads_count	ERR479195.txt_reads_count	ERR479325.txt_reads_count	ERR479393.txt_reads_count	ERR478974.txt_reads_count	ERR479082.txt_reads_count	ERR479102.txt_reads_count	ERR479326.txt_reads_count	ERR478992.txt_reads_count	ERR479034.txt_reads_count	ERR479033.txt_reads_count	ERR479381.txt_reads_count	ERR479288.txt_reads_count	ERR479064.txt_reads_count	ERR479408.txt_reads_count	ERR479265.txt_reads_count	ERR479129.txt_reads_count	ERR479203.txt_reads_count	ERR479130.txt_reads_count	ERR479413.txt_reads_count	ERR479287.txt_reads_count	ERR479297.txt_reads_count	ERR478964.txt_reads_count	ERR479206.txt_reads_count	ERR479204.txt_reads_count	ERR478975.txt_reads_count	ERR479323.txt_reads_count	ERR479414.txt_reads_count	ERR479091.txt_reads_count	ERR479379.txt_reads_count	ERR478960.txt_reads_count	ERR478997.txt_reads_count	ERR478990.txt_reads_count	ERR479263.txt_reads_count	ERR479109.txt_reads_count	ERR479017.txt_reads_count	ERR479394.txt_reads_count	ERR479272.txt_reads_count	ERR479159.txt_reads_count	ERR479003.txt_reads_count	ERR479016.txt_reads_count	ERR479045.txt_reads_count	ERR478959.txt_reads_count	ERR479289.txt_reads_count	ERR479264.txt_reads_count	ERR478962.txt_reads_count	ERR479341.txt_reads_count	ERR479267.txt_reads_count	ERR479134.txt_reads_count	ERR479157.txt_reads_count	ERR479000.txt_reads_count	ERR479401.txt_reads_count	ERR479110.txt_reads_count	ERR479274.txt_reads_count	ERR479378.txt_reads_count	ERR479275.txt_reads_count	ERR479063.txt_reads_count	ERR479197.txt_reads_count	ERR479099.txt_reads_count	ERR479043.txt_reads_count	ERR479286.txt_reads_count	ERR479296.txt_reads_count	ERR479198.txt_reads_count	ERR479342.txt_reads_count	ERR479294.txt_reads_count	ERR479131.txt_reads_count	ERR479135.txt_reads_count	ERR479196.txt_reads_count	ERR479133.txt_reads_count	ERR479081.txt_reads_count	ERR479014.txt_reads_count	ERR479079.txt_reads_count	ERR479015.txt_reads_count	ERR479035.txt_reads_count	ERR478995.txt_reads_count	ERR479167.txt_reads_count	ERR478965.txt_reads_count	ERR479271.txt_reads_count	ERR478966.txt_reads_count	ERR479269.txt_reads_count	ERR479403.txt_reads_count	ERR479152.txt_reads_count	ERR479036.txt_reads_count	ERR479080.txt_reads_count	ERR479168.txt_reads_count	ERR479108.txt_reads_count	ERR479339.txt_reads_count	ERR478991.txt_reads_count	ERR479391.txt_reads_count	ERR479047.txt_reads_count	ERR479320.txt_reads_count	ERR478961.txt_reads_count	ERR478958.txt_reads_count	ERR479107.txt_reads_count	ERR479048.txt_reads_count	ERR479092.txt_reads_count	ERR479319.txt_reads_count	ERR479041.txt_reads_count	ERR479001.txt_reads_count	ERR479160.txt_reads_count	ERR479046.txt_reads_count	ERR478963.txt_reads_count	ERR479101.txt_reads_count	ERR479405.txt_reads_count	ERR479340.txt_reads_count	ERR479402.txt_reads_count	ERR479380.txt_reads_count	ERR479407.txt_reads_count	ERR479050.txt_reads_count	ERR479270.txt_reads_count	ERR479295.txt_reads_count	ERR479002.txt_reads_count	ERR479273.txt_reads_count	ERR479132.txt_reads_count	ERR479042.txt_reads_count	ERR479153.txt_reads_count	ERR479128.txt_reads_count	ERR479051.txt_reads_count	ERR478967.txt_reads_count	ERR479406.txt_reads_count	ERR479100.txt_reads_count	ERR479266.txt_reads_count	ERR478993.txt_reads_count	ERR479049.txt_reads_count	ERR479044.txt_reads_count
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_BSD2780120874_150323_B10	3715956.0	3698550.0				32394.0		645868.0		3736788.0	44324.0			1346.0	237604.0	61200.0			386970.0	236.0		382268.0	3323010.0	37188.0	15766.0			40650.0		1331598.0	3358694.0			46024.0	41186.0	208596.0	3829110.0	1281868.0		377302.0			394468.0			432.0	6138.0				1022.0			3295872.0		578302.0		261806.0							381266.0		28564.0			2736722.0	3349928.0									64822.0	608.0	63480.0	1176.0			3054394.0				229102.0				67746.0	2358314.0			390544.0														557716.0		17712.0			378702.0	14384.0	637664.0									667446.0		17188.0			396742.0	649606.0	2539156.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	7942.0	11024.0	18300.0	10472.0			4096.0	33700.0		10824.0	25622.0		21394.0	398.0		7786.0	10164.0	31662.0	36004.0				878.0	3610.0	5438.0	4308.0	83202.0	29842.0	75112.0		1360.0		2338.0	28396.0	26564.0		9838.0				9918.0	4330.0	42598.0	4342.0	2266.0	3802.0		7668.0		31678.0	6022.0		9986.0	1580.0	4714.0	316.0			36070.0		32300.0	252.0	1374.0	7238.0		6184.0	1136.0		11852.0	41718.0	812.0			822.0		78532.0	32926.0		30730.0	6206.0	5208.0	8772.0	5202.0		4950.0	1470.0	996.0	9286.0	1218.0		642.0	9260.0		7474.0		1448.0		36838.0	16670.0		2334.0	10038.0	10020.0	4164.0			1962.0		30392.0				8306.0	6844.0		160.0		6440.0	33430.0	10424.0		34058.0	9162.0	28924.0		7588.0	81840.0	37506.0	1332.0	6048.0	9718.0	5176.0	42432.0	34146.0	40054.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Solibaculum|s__Solibaculum_mannosilyticum	32.0	666.0								676.0	7448.0		11696.0					16444.0		1170.0	1520.0		32.0	896.0	11608.0	1282.0	4130.0	8646.0	4100.0					7446.0	6820.0		126.0							508.0										260.0	1594.0												506.0		1232.0	7934.0	316.0					3524.0								1650.0									1090.0																					10258.0				10370.0									4768.0			11346.0	1840.0	1268.0			8316.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_coprocola	49414.0	57484.0		55396.0			90994.0	94908.0	31690.0	57432.0		1624.0				47422.0	9838.0		7294.0	3680.0	3248.0	496.0	422.0		72616.0	207088.0					608.0	4716.0	21390.0				54228.0			1568.0		94882.0	7266.0	209474.0	4536.0			4262.0		11026.0		189120.0		878.0	210762.0		170.0	1508.0	2546.0		11166.0	34534.0	4820.0	170.0	742.0	694.0		888.0		262128.0	694.0	3540.0	1168.0	1124.0	4012.0		2390.0	844.0	3038.0	45000.0		46130.0		3800.0	97858.0	2500.0	23024.0	4284.0	21732.0	1868.0	34888.0	54782.0	4102.0	47002.0	1462.0	4208.0		8906.0		198612.0				3870.0	195978.0			1064.0	10844.0		193124.0		9770.0	72614.0		29840.0	1780.0	70244.0	92402.0	4738.0	4654.0	10454.0	6112.0	2802.0	2234.0	54180.0		100082.0	21748.0	72094.0		207766.0	5636.0	94622.0	240658.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	45996.0	41240.0							3048.0	44806.0	1026.0	81572.0	25492.0			1304.0	10736.0	32418.0		7252.0	8846.0	25778.0	34102.0		13972.0	161876.0	9246.0	158.0	7498.0	814.0	32838.0	16386.0		310.0	616.0		42396.0	244.0	38452.0	23538.0	3824.0			161288.0	18518.0	14674.0		47082.0		3450.0	15700.0		2958.0	37082.0	161768.0		1006.0	4482.0			3980.0	3394.0	19018.0	3114.0	25390.0	4450.0		87394.0		135228.0	34350.0	18528.0	86628.0	4750.0	17420.0	7978.0		86556.0		2218.0	15952.0	2030.0	12694.0	9174.0				45400.0		4058.0	1282.0		8366.0	1800.0		17318.0						3578.0	2378.0	22126.0		32712.0		12466.0	1852.0				8542.0	16420.0		2262.0	26376.0	13792.0		49888.0	19498.0	2702.0	47820.0		18086.0		8502.0			16530.0		168106.0			131460.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis	11902.0	12514.0		12124.0				43282.0		11042.0		30146.0	15568.0	1538.0		43302.0	564562.0	20606.0				41446.0	37616.0	398132.0	10786.0	3488.0			146.0	4276.0	36752.0	138638.0	11292.0				12772.0	5604.0		33652.0	2662.0			2496.0	1946.0	38908.0	2452.0	16274.0		724.0	37028.0		1352.0	38784.0	5008.0		18796.0	4972.0	4964.0		616.0		2386.0	5822.0	37878.0	4918.0	317976.0	30870.0	22710.0	9104.0	30730.0	134846.0	32756.0	18978.0	143790.0	506.0	5320.0	29218.0	6840.0	39846.0	39084.0	39308.0	38276.0			12054.0	10348.0	20296.0	11334.0	5208.0		12644.0		41468.0	8348.0	1984.0	7496.0					1716.0	1848.0	1344.0		378.0		26508.0	960.0				563176.0	9916.0	7326.0		33324.0	13288.0	41368.0	19370.0	127638.0	1642.0	18806.0	5248.0	31440.0	13260.0	420.0	45920.0	11398.0	11362.0	18804.0	4406.0		43838.0	6596.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium_SGB4425	217372.0	217954.0		162894.0				147444.0		217030.0		1150.0			22584.0	62328.0			65062.0			38166.0				116892.0				79364.0		48156.0	41350.0			18656.0	215116.0	74610.0	2742.0	36334.0	8134.0		65380.0	119428.0								5286.0	7712.0		120306.0	51312.0								80994.0	36390.0	81850.0		1246.0				51276.0	1142.0		48624.0			1288.0		68964.0		58752.0					41900.0		41144.0			163244.0		62594.0			21966.0	66438.0		5580.0	8480.0	6648.0	8618.0		5300.0	2236.0	9758.0				5712.0	47540.0			18112.0		36604.0		151758.0		49118.0					162732.0		148666.0	41338.0			116840.0	65626.0	152884.0	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_faecis	167474.0	166490.0					3324.0	56766.0		162790.0				109214.0	14362.0		40718.0						7988.0	6516.0						50516.0	6868.0	38890.0				12858.0	172758.0	45688.0			250.0	3038.0		1442.0	32836.0		109560.0			24578.0			1082.0	7270.0	188.0	3968.0	62.0				26644.0		31840.0			184.0	4542.0				9080.0	37128.0			38488.0										2164.0	81560.0									62238.0	30232.0	13344.0					1884.0	1176.0	32342.0					25062.0			3322.0	42016.0		11762.0				62126.0		40198.0	25342.0						59800.0				182.0		56020.0	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides	11400.0	12088.0					32386.0			10596.0	231850.0			694.0								830.0	75778.0	88100.0	87978.0			228506.0			72778.0			236302.0	235744.0		12570.0		6056.0	336.0		33624.0					410.0							74588.0				2008.0							48.0		65752.0				75246.0														34960.0	1904.0				1408.0					730.0		3750.0									4990.0								87738.0	2582.0		190.0	85642.0												90916.0					
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_1001095H_141210_F2	2152.0	2164.0					4006.0			2294.0	13606.0		18436.0					25614.0					148.0		302.0		29480.0	16926.0	24188.0		1560.0		8246.0	15356.0	18374.0		1732.0				19904.0	2904.0				2436.0		7116.0			2214.0		17338.0	784.0																	858.0					26024.0					1746.0		3034.0		2962.0		9290.0	8224.0	8676.0													18160.0	18562.0											354.0						8550.0			8776.0				27902.0		8558.0	1266.0					
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_caecimuris	3508.0	5574.0								5034.0			124660.0				1182.0	163066.0						12714.0	756.0												5032.0									1382.0		9468.0																			9514.0			99772.0											1772.0		1520.0					9800.0																									1178.0	3286.0				602.0		12716.0			11200.0							1384.0					93442.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_AF16_15	40156.0	41218.0		77576.0		1780.0		97928.0		37478.0	78912.0	60650.0		54020.0	14890.0	32848.0			30814.0			47746.0	165222.0	231904.0	37254.0	24414.0	16330.0	79178.0	15770.0	30166.0	173988.0	39878.0	80330.0	79454.0	76236.0	12060.0	37550.0	29636.0	31832.0	45618.0	7106.0		33870.0	23324.0	148410.0		53158.0	177150.0		77960.0			8102.0	169780.0	26326.0	187718.0	1534.0	21480.0			78402.0		150834.0	5468.0	49898.0	3904.0	166432.0	59136.0		16958.0	169942.0	40530.0	59872.0	1562.0	38020.0	17616.0		56822.0		32944.0		30270.0				3034.0	83246.0	204206.0	80236.0	19558.0		75708.0		30822.0	2168.0	135898.0	93780.0	37152.0			132.0	8456.0	6530.0	162878.0		23684.0	206.0	66690.0	79924.0			172902.0		34164.0	81354.0		47302.0	32402.0	108784.0	194492.0	36818.0	73530.0	203184.0		88526.0	75260.0	16558.0	104250.0	78102.0	33738.0		21142.0	32530.0	103546.0	20036.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	154200.0	157894.0		203096.0	241678.0	7156.0				154334.0			197164.0		202432.0			247520.0	623166.0													496.0				176618.0	155280.0		12864.0				639250.0						238988.0									67810.0		239506.0												616.0			400.0															62738.0		197310.0						622524.0								10940.0				244832.0											1134.0					198820.0							632752.0		
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB1517|s__GGB1517_SGB14930	4016.0	4542.0								5044.0																											4682.0																																																																																																		
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	55856.0	53020.0							471568.0	56578.0		3038.0	55592.0		109428.0			75310.0		77832.0	82678.0			499100.0									1093154.0			94864.0	55856.0		515342.0																		64580.0					483338.0					373802.0	3392.0					3116.0	63370.0				4052.0						79380.0			1104782.0		1094358.0		477486.0		79766.0													427760.0										443912.0													1059622.0						
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra	1830.0	728.0								1546.0													988.0								312.0						1630.0													32546.0				926.0							35790.0																																288.0																29964.0													36820.0													
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	83454.0	87546.0		91452.0				3942.0	36012.0	87996.0		95792.0		1840.0	8654.0		43002.0						6264.0				8878.0		8900.0		5370.0					7046.0	86422.0		3956.0		39476.0					22684.0	1436.0				22764.0		38842.0	4662.0		2198.0	2416.0					36044.0		10894.0		12006.0		93270.0		148524.0	6572.0		97668.0	2570.0		8530.0		89210.0			20862.0		22548.0								37230.0	88664.0					6484.0					42766.0	44644.0			3188.0						2358.0	45308.0		4346.0	33332.0			4446.0							84948.0	7902.0	3916.0						4984.0	134376.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	27558.0	28856.0	776.0	39316.0	5374.0		37902.0	77828.0	37462.0	25228.0	67560.0				48298.0	5620.0	8398.0		52566.0	24012.0	24630.0		242.0	20348.0		3694.0	20936.0	74152.0	19870.0		796.0	1134.0	59152.0	76546.0	75904.0	41476.0	27348.0		398.0		35006.0	34766.0	52498.0	4918.0				21584.0	4890.0	7680.0		1324.0	36958.0		2894.0	6952.0			972.0	3770.0	7984.0	40304.0					13026.0		60748.0			876.0			712.0	17562.0	734.0		2158.0	6926.0		6272.0		24860.0	38138.0	1516.0	59978.0	28672.0	52618.0		39224.0	38412.0	24110.0	6216.0	82.0		452.0	52714.0	782.0	2884.0		35878.0	39010.0		2380.0	760.0			6866.0	6176.0	3006.0	7136.0	8246.0			34354.0			81452.0	27374.0	1366.0	8314.0	30766.0	230.0		36524.0	20138.0	86436.0	59470.0		57066.0	4678.0	57840.0	83218.0	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	314.0	786.0		172.0								800.0							1698.0			1256.0	636.0							2076.0	1438.0		2320.0				156.0	158.0	4264.0	1862.0			1008.0	340.0	13250.0			6720.0		8468.0				158.0							9592.0		17684.0		1820.0			960.0			1450.0		966.0														3276.0	6676.0	2712.0			464.0				15984.0		328.0						17986.0		2512.0		182.0	8472.0								1458.0			6984.0		9026.0	4184.0			1268.0			3120.0				1682.0		
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	9446.0	10438.0				2798.0		338048.0		9714.0	62606.0			71408.0	206292.0	59316.0	23116.0		191648.0			56506.0	398.0	112006.0		329526.0		62750.0			658.0		94282.0	61996.0	61514.0	190610.0	8602.0		96736.0	54044.0	134198.0		196868.0	336860.0		120160.0	63080.0	4790.0		128768.0	117984.0		139290.0	270.0	346998.0	8756.0	1664.0	30660.0	549996.0		127264.0			377648.0	59050.0	368886.0	78492.0	68.0	137938.0	1441204.0	988.0		134.0	1020.0			546100.0		541446.0	63488.0	120558.0	56106.0	115848.0				97262.0	4332.0	92564.0	25236.0				55788.0				194054.0			17864.0	140040.0	138810.0			75164.0	24026.0		118188.0			8038.0	24730.0				58628.0		337918.0	4674.0		123690.0	2938.0	575086.0				330242.0	89326.0		130836.0	327964.0	188042.0	343080.0	1287078.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_sp_BIOML_A40	3176.0	316.0			3988.0					2258.0																											1370.0												3634.0											4376.0																																																		3662.0																									
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17157		1248.0								1234.0								574.0						464.0								492.0					470.0																																			1010.0			526.0																																						638.0								922.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_gelidum		1836.0																																																																																																																																					
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis		2574.0		3322.0						2070.0					3750.0		104772.0	780.0	336.0													844.0	2568.0			6272.0				806.0			1618.0		5112.0			1996.0													664.0		6388.0									430.0															2398.0	2588.0	1040.0			1642.0				2420.0		2132.0						2424.0					960.0				74868.0				436.0				1334.0	2186.0	1362.0			656.0			2054.0				1036.0		
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004|f__FGB3004|g__GGB58158|s__GGB58158_SGB79798		50.0	732.0				284.0				3120.0			24.0	278.0	520.0								1548.0	2286.0		2044.0	3686.0	1766.0				182.0	3378.0	3160.0	336.0	128.0					50.0				5144.0	200.0	2970.0			4228.0												128.0				848.0		2052.0	690.0						2134.0				508.0	4060.0	788.0	3920.0		356.0			2720.0						102.0					616.0															2924.0				2672.0		2672.0			2436.0				2204.0		76.0	3086.0	1860.0	76.0			948.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Aristotella|s__Candidatus_Aristotella_avistercoris		464.0								132.0																											512.0																																	2914.0																																																																	2454.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB13404|s__GGB13404_SGB14252		696.0						3620.0							3078.0							3064.0	682.0	6198.0							2706.0					1608.0	344.0			3236.0	8192.0				1182.0			8384.0		17350.0			8478.0	1446.0							16696.0		3824.0		2686.0		3486.0				2642.0																	13296.0								2120.0						8232.0	8290.0	1200.0				990.0	15860.0								5550.0		3932.0	12314.0		15442.0	12186.0		1598.0			3072.0						3858.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AT4		68.0	41784.0					902.0	2924.0	148.0		2358.0	31168.0				31196.0	36084.0	8952.0	133844.0	147876.0					1338.0	6376.0		8556.0				810.0										7518.0	1382.0				4960.0							1252.0	598.0						3198.0						3650.0	416974.0				4790.0			6408.0		2742.0						139418.0			772.0	5492.0	416.0		4206.0		144960.0					10572.0	35710.0													70.0	29448.0			3526.0			670.0	4342.0			5074.0				7834.0	1682.0	476.0		417400.0	1598.0	8152.0	878.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2987|s__GGB2987_SGB3969		82.0								368.0	80.0		1832.0					3524.0									3412.0	530.0	3458.0		118.0		3292.0	442.0	790.0		322.0									7984.0		2326.0			7520.0			40.0			164.0																	602.0		4462.0					8522.0		8106.0				2662.0	4316.0	2358.0																															4168.0			4502.0				4416.0		3052.0						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi		1546.0			291728.0															6514.0	9626.0						9240.0		5304.0																	5008.0			273850.0	382.0	7646.0								31950.0	271974.0	1350.0									39496.0						8186.0	29630.0		28694.0		7030.0		10172.0	7858.0									10240.0								12504.0						15364.0		3262.0	282798.0												3322.0		26254.0			9070.0								35674.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae		1312.0	5406.0		392710.0		151792.0		30798.0	644.0	37730.0		9992.0				2496.0	13720.0	3074.0	153526.0	163438.0							34504.0					9134.0	37210.0	37164.0		1428.0					149456.0	5042.0					9916.0	381026.0	9574.0		23716.0				2218.0				385312.0	10896.0	28374.0							28784.0	12178.0														160440.0	164570.0		8538.0	10202.0	5988.0		26604.0		158400.0					4932.0	8458.0	26170.0					23356.0				8126.0	384154.0	23494.0	1946.0	4646.0			22686.0				7276.0		7542.0	8818.0						6036.0		30920.0		4830.0		13900.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719|s__GGB9719_SGB15273		1346.0						340.0									8832.0								548.0												328.0									9280.0					8134.0																														7342.0		10432.0			458.0																											8210.0					3178.0	660.0											2556.0					
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus			425376.0				302644.0	395312.0							23986.0											14648.0										19268.0			7074.0			288962.0		15358.0	63380.0	32426.0					31652.0	11956.0			14638.0								61202.0	3148.0		3236.0			1132426.0												30396.0		32572.0		286058.0	424.0										56766.0	54530.0		417134.0	13616.0				67294.0	11594.0	5658.0					12406.0				46864.0				393068.0									393176.0			1092144.0	15548.0		396210.0	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa			29908.0		148294.0		262.0	57980.0	14666.0		23110.0				5904.0		1530.0			2770.0	4228.0	1638.0	22226.0		15202.0	36678.0	1312.0	33810.0			22018.0	3716.0	5744.0	27832.0	21368.0	6206.0			19256.0	1150.0		538.0		30888.0	3982.0	9150.0			160988.0	6438.0	8356.0	5610.0		24994.0	38514.0			2116.0	65086.0	147116.0	6356.0	13934.0	6446.0		2044.0						19194.0	1602.0			648.0	1168.0	69432.0		75944.0		6280.0		9306.0	2070.0		6672.0	4190.0		4076.0	1138.0	9738.0		3000.0	1144.0	11512.0	5938.0			32338.0	3440.0	6902.0			2678.0	6120.0	12190.0	8398.0		4618.0	152760.0	5714.0		1946.0	12998.0		12086.0	2222.0	16644.0	60604.0		1274.0	6546.0		74898.0			1282.0	66886.0	5758.0	18424.0		41096.0		56210.0	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara			148240.0						104550.0													60412.0	54502.0								53790.0	72500.0							68358.0	57386.0					76682.0							6920.0		58858.0					66806.0			112208.0	73670.0		58806.0						53266.0	68090.0			70686.0		71634.0		73672.0							19546.0					108894.0				12332.0	70102.0	126700.0		146324.0	12250.0	52508.0			75932.0	8968.0	51962.0	65260.0	45166.0			8994.0				106356.0	98560.0	55846.0				72954.0			77088.0	66140.0										
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_C			402286.0																	3536.0	7972.0	1712964.0																		1828258.0												14120.0							27146.0						1756964.0					148280.0							22276.0		17320.0					9080.0									3282.0						402658.0	18060.0	50518.0				18782.0		59708.0	1528762.0			12554.0						1797312.0							26132.0	2035722.0										119598.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii			15282.0	63688.0				931470.0			97534.0			2338.0	30564.0		8642.0		29242.0				84774.0	249696.0	7274.0			98970.0			86232.0		466.0	102966.0	103854.0	28456.0			1830.0	576.0			31156.0		43286.0		1586.0	25006.0		44848.0		472646.0		81740.0		1278.0					43680.0		41620.0				158192.0		112876.0	97060.0	84764.0																130.0	32018.0	852.0			63302.0				39670.0		30268.0	14622.0	465138.0	9416.0			46982.0	478092.0	1654.0	8928.0	206884.0	46400.0		494720.0	974.0	8928.0	9064.0			72.0	7898.0	922300.0	28750.0		46834.0	32780.0		311080.0	63246.0		947044.0	68.0	6486.0	106348.0		29788.0	952216.0	90130.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis			341554.0	190948.0	896838.0		432990.0	144090.0	247678.0		135252.0	134622.0	898442.0	9654.0	247880.0	5950.0	103060.0	1189482.0	244358.0	860676.0	895852.0	17794.0	98168.0		46352.0	366504.0	9262.0	153030.0	6558.0	41928.0	100298.0	26566.0	58478.0	149274.0	142558.0	224630.0		38988.0	64258.0	19518.0		438874.0	249818.0	363102.0	124760.0	102386.0	8622.0	277608.0	922340.0	50926.0	104964.0	295696.0		98658.0	379424.0	21064.0	41486.0	5004.0	851890.0	927428.0	46244.0	248146.0	123054.0	24222.0	19380.0	22234.0		131198.0	960606.0	5556.0	99736.0	28764.0	136386.0	45434.0	29552.0	7938.0	849214.0	129894.0	880340.0	5392.0	102302.0	5722.0	108640.0	848986.0	437314.0	70732.0	61092.0	311998.0	62492.0	5390.0	253964.0	201104.0	853396.0	5050.0	44498.0	110182.0	118576.0	242444.0	345264.0	306978.0	516718.0			128766.0	291968.0	54286.0	621132.0	46282.0	52322.0	901686.0	300404.0	17846.0	96594.0	44596.0	95684.0	234410.0	18750.0	44898.0	153720.0	313912.0	30778.0	51982.0	322912.0	873196.0	62058.0	193528.0	9402.0	149134.0	59032.0	47170.0	931472.0	358110.0	245354.0	146914.0	3146.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii			1166.0	836.0				155234.0			28684.0								8254.0	193292.0	215608.0							30856.0		4028.0			13464.0	28300.0	26794.0			3042.0					6502.0			28628.0				74938.0	26264.0	2094.0							238942.0		67864.0			990.0													248558.0		230042.0		27696.0		30456.0	194642.0		2994.0	13980.0		11712.0				206558.0		422.0		7766.0	7230.0	138.0	920.0					1122.0				72846.0						3408.0				155024.0			68166.0		251276.0				167094.0	13258.0				6724.0	167050.0	
