clade_name	ERR479322.txt_reads_count	ERR479324.txt_reads_count	ERR479392.txt_reads_count	ERR479150.txt_reads_count	ERR479158.txt_reads_count	ERR479268.txt_reads_count	ERR478996.txt_reads_count	ERR479052.txt_reads_count	ERR479404.txt_reads_count	ERR479321.txt_reads_count	ERR479205.txt_reads_count	ERR479195.txt_reads_count	ERR479325.txt_reads_count	ERR479393.txt_reads_count	ERR478974.txt_reads_count	ERR479082.txt_reads_count	ERR479102.txt_reads_count	ERR479326.txt_reads_count	ERR478992.txt_reads_count	ERR479034.txt_reads_count	ERR479033.txt_reads_count	ERR479381.txt_reads_count	ERR479288.txt_reads_count	ERR479064.txt_reads_count	ERR479408.txt_reads_count	ERR479265.txt_reads_count	ERR479129.txt_reads_count	ERR479203.txt_reads_count	ERR479130.txt_reads_count	ERR479413.txt_reads_count	ERR479287.txt_reads_count	ERR479297.txt_reads_count	ERR478964.txt_reads_count	ERR479206.txt_reads_count	ERR479204.txt_reads_count	ERR478975.txt_reads_count	ERR479323.txt_reads_count	ERR479414.txt_reads_count	ERR479091.txt_reads_count	ERR479379.txt_reads_count	ERR478960.txt_reads_count	ERR478997.txt_reads_count	ERR478990.txt_reads_count	ERR479263.txt_reads_count	ERR479109.txt_reads_count	ERR479017.txt_reads_count	ERR479394.txt_reads_count	ERR479272.txt_reads_count	ERR479159.txt_reads_count	ERR479003.txt_reads_count	ERR479016.txt_reads_count	ERR479045.txt_reads_count	ERR478959.txt_reads_count	ERR479289.txt_reads_count	ERR479264.txt_reads_count	ERR478962.txt_reads_count	ERR479341.txt_reads_count	ERR479267.txt_reads_count	ERR479134.txt_reads_count	ERR479157.txt_reads_count	ERR479000.txt_reads_count	ERR479401.txt_reads_count	ERR479110.txt_reads_count	ERR479274.txt_reads_count	ERR479378.txt_reads_count	ERR479275.txt_reads_count	ERR479063.txt_reads_count	ERR479197.txt_reads_count	ERR479099.txt_reads_count	ERR479043.txt_reads_count	ERR479286.txt_reads_count	ERR479296.txt_reads_count	ERR479198.txt_reads_count	ERR479342.txt_reads_count	ERR479294.txt_reads_count	ERR479131.txt_reads_count	ERR479135.txt_reads_count	ERR479196.txt_reads_count	ERR479133.txt_reads_count	ERR479081.txt_reads_count	ERR479014.txt_reads_count	ERR479079.txt_reads_count	ERR479015.txt_reads_count	ERR479035.txt_reads_count	ERR478995.txt_reads_count	ERR479167.txt_reads_count	ERR478965.txt_reads_count	ERR479271.txt_reads_count	ERR478966.txt_reads_count	ERR479269.txt_reads_count	ERR479403.txt_reads_count	ERR479152.txt_reads_count	ERR479036.txt_reads_count	ERR479080.txt_reads_count	ERR479168.txt_reads_count	ERR479108.txt_reads_count	ERR479339.txt_reads_count	ERR478991.txt_reads_count	ERR479391.txt_reads_count	ERR479047.txt_reads_count	ERR479320.txt_reads_count	ERR478961.txt_reads_count	ERR478958.txt_reads_count	ERR479107.txt_reads_count	ERR479048.txt_reads_count	ERR479092.txt_reads_count	ERR479319.txt_reads_count	ERR479041.txt_reads_count	ERR479001.txt_reads_count	ERR479160.txt_reads_count	ERR479046.txt_reads_count	ERR478963.txt_reads_count	ERR479101.txt_reads_count	ERR479405.txt_reads_count	ERR479340.txt_reads_count	ERR479402.txt_reads_count	ERR479380.txt_reads_count	ERR479407.txt_reads_count	ERR479050.txt_reads_count	ERR479270.txt_reads_count	ERR479295.txt_reads_count	ERR479002.txt_reads_count	ERR479273.txt_reads_count	ERR479132.txt_reads_count	ERR479042.txt_reads_count	ERR479153.txt_reads_count	ERR479128.txt_reads_count	ERR479051.txt_reads_count	ERR478967.txt_reads_count	ERR479406.txt_reads_count	ERR479100.txt_reads_count	ERR479266.txt_reads_count	ERR478993.txt_reads_count	ERR479049.txt_reads_count	ERR479044.txt_reads_count
k__Bacteria|p__Firmicutes|c__CFGB76428|o__OFGB76428|f__FGB76428|g__GGB9117|s__GGB9117_SGB14050																			1086.0																								190.0																																																							120.0																																			1552.0		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9545|s__GGB9545_SGB14952																			1344.0																								2214.0																700.0																		284.0		606.0																			1148.0																										328.0									1286.0		
k__Bacteria|p__Lentisphaerae|c__CFGB2345|o__OFGB2345|f__FGB2345|g__GGB6470|s__GGB6470_SGB9153																			1644.0																								664.0									45206.0																																														1446.0		48234.0					45074.0						44444.0											48.0											866.0		
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_SGB14223																			3102.0																								3820.0																																																							3304.0																																			3274.0		
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris																			15164.0																								13328.0																																																							16834.0																																			14656.0		
k__Bacteria|p__Proteobacteria|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB6569|s__GGB6569_SGB9281																			202468.0																						193400.0		210492.0										195302.0																																													201076.0			9648.0	199850.0	204782.0				10398.0																										209198.0		
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Puniceicoccales|f__Puniceicoccaceae|g__Puniceicoccaceae_unclassified|s__Puniceicoccaceae_unclassified_SGB8769																			23550.0																								26696.0																																																							23614.0																																			26044.0		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bovis																				242.0		505814.0																		512240.0										955796.0											959828.0				521476.0																			50.0													31110.0												960138.0						26654.0		507554.0					930552.0													
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absicoccus|s__Absicoccus_porci																				2430.0	3202.0	1256600.0																		1224724.0																									1267650.0																			3720.0									3062.0																								1249534.0																		
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__GGB519|s__GGB519_SGB697																						63738.0																		61638.0																									64430.0																																																				63496.0																		
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB6372																						15736.0																		14314.0																									14994.0																																																				14450.0																		
k__Bacteria|p__Actinobacteria|c__CFGB2987|o__OFGB2987|f__FGB2987|g__GGB9361|s__GGB9361_SGB14336																						2488.0										4978.0								2960.0																									3044.0							4338.0			4728.0																																										2768.0				5158.0														
k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9411|s__GGB9411_SGB14764																						28368.0																		17808.0										11086.0											13524.0			14578.0	28410.0	9322.0																																											9006.0								29894.0					6750.0													
k__Bacteria|p__Actinobacteria|c__CFGB76749|o__OFGB76749|f__FGB76749|g__GGB9421|s__GGB9421_SGB14789																						22570.0	15424.0								18778.0									21584.0														17808.0											20482.0						16830.0																																														21966.0																		
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_SGB42906																						7148.0																		9896.0																									13178.0																																																				10920.0																		
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp_AF16_14LB																						93668.0																		97330.0																									82168.0																																																				89744.0																		
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14351																						546.0																																																																																																																	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae_unclassified|s__Eggerthellaceae_unclassified_SGB63096																						9206.0																		7568.0																									9940.0																																																				9138.0																		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Mediterranea|s__Mediterranea_massiliensis																						3068.0	938.0								1802.0								75560.0	3850.0														1106.0											4572.0						1606.0																														329234.0					57374.0	390678.0										3646.0																		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus|s__Sodaliphilus_pleomorphus																						84320.0																		82228.0																									85498.0																																																				84828.0																		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecalis																						1226.0																		2578.0					31508.0							49446.0											29956.0		2640.0																															29758.0				50194.0				34558.0	45020.0						48408.0						1588.0																		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1257|s__GGB1257_SGB1685																						382464.0																		372768.0																									384760.0																			176.0																																	381720.0																		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1269|s__GGB1269_SGB1704																						2440.0																		3476.0																									3440.0																																																				2858.0																		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB23947|s__GGB23947_SGB35692																						2272.0																		2466.0																									2658.0																																																				2236.0																		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1687																						370.0																		808.0																									668.0																																																				800.0																		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1688																						602276.0																		565744.0																									613250.0																																																				586382.0																		
k__Bacteria|p__Bacteroidetes|c__CFGB35473|o__OFGB35473|f__FGB35473|g__GGB1102|s__GGB1102_SGB1416																						5692.0																		4838.0																									3914.0																																																				5456.0																		
k__Bacteria|p__Bacteroidetes|c__CFGB574|o__OFGB574|f__FGB574|g__GGB24019|s__GGB24019_SGB35786																						16694.0																		16340.0																									17676.0																																																				19780.0																		
k__Bacteria|p__Bacteroidetes|c__CFGB653|o__OFGB653|f__FGB653|g__GGB1615|s__GGB1615_SGB2212																						12370.0																		11350.0																									9916.0																																																				11708.0																		
k__Bacteria|p__Bacteroidetes|c__CFGB7475|o__OFGB7475|f__FGB7475|g__GGB23834|s__GGB23834_SGB35555																						51228.0																		54388.0																									50364.0																																																				51638.0																		
k__Bacteria|p__Bacteroidetes|c__CFGB76014|o__OFGB76014|f__FGB76014|g__GGB80090|s__GGB80090_SGB1690																						2644.0																		742.0																									1486.0																																																																						
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9697|s__GGB9697_SGB15213																						3120.0																		3460.0										524.0											480.0				3826.0																																												240.0								3926.0					186.0													
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9701|s__GGB9701_SGB15218																						5534.0																		5462.0																									6368.0																																																				5174.0																		
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4586|s__GGB4586_SGB6344																						49394.0																		44098.0																									47980.0																																																				46664.0																		
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4588|s__GGB4588_SGB6347																						9816.0										47580.0							55344.0	9000.0																									8582.0							48430.0			50688.0											13870.0									10268.0		351318.0									43732.0									310628.0		10616.0				51466.0				992.0										
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9589|s__GGB9589_SGB15011																						3672.0																		3436.0	28.0																								3394.0																																						258.0														2492.0																		
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9591|s__GGB9591_SGB15013																						118.0																		510.0	3112.0												2560.0												450.0					6126.0																																2570.0	2924.0														298.0																		4038.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9593|s__GGB9593_SGB15015																						1058.0		1196.0								882.0								668.0																									480.0		68.0																																		1776.0						1420.0										466.0																		
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9603|s__GGB9603_SGB15035																						4314.0		93504.0								2618.0							2320.0	3066.0																									2810.0		66620.0					2950.0			2340.0																															1826.0											4734.0				2490.0														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_SGB15290																						1762.0		4632.0																1744.0	906.0												142.0												2730.0		3216.0																																			1348.0	490.0					1588.0									2030.0								3530.0										
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_ruminis																						13192.0																		13372.0												32990.0							3752.0						14028.0												3976.0		2892.0																					29918.0					30164.0						32398.0						11568.0							3488.0											
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici																						8352.0																		7082.0																									6600.0																																																				9440.0																		
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3130|s__GGB3130_SGB4143																						1270.0																		2118.0																									1550.0																																																				1824.0																		
k__Bacteria|p__Firmicutes|c__CFGB13380|o__OFGB13380|f__FGB13380|g__GGB4708|s__GGB4708_SGB6518																						222.0										179252.0								412.0																									338.0							179076.0			173906.0																																	7394.0									150.0				172406.0				9966.0										
k__Bacteria|p__Firmicutes|c__CFGB13532|o__OFGB13532|f__FGB13532|g__GGB13532|s__GGB13532_SGB14832																						5752.0																		4978.0																									7538.0																																				3630.0						3338.0										5482.0																		
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB39037|s__GGB39037_SGB4393																						37124.0																	110.0	41570.0								5552.0		5636.0											7430.0				39264.0																							8336.0																					6820.0								41306.0			6320.0		6354.0	8338.0												
k__Bacteria|p__Firmicutes|c__CFGB16911|o__OFGB16911|f__FGB16911|g__GGB49418|s__GGB49418_SGB69331																						3524.0											46.0							4990.0												1328.0													4304.0																																			1326.0					1346.0						1762.0						3418.0								182.0										
k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB4710|s__GGB4710_SGB6522																						8182.0		55430.0															896.0	7894.0										62922.0											58858.0				8224.0		42248.0																																							554.0			63830.0								8230.0					62960.0													
k__Bacteria|p__Firmicutes|c__CFGB1838|o__OFGB1838|f__FGB1838|g__GGB4672|s__GGB4672_SGB6461																						8200.0																		8776.0																									7540.0																																																				7294.0																		
k__Bacteria|p__Firmicutes|c__CFGB2921|o__OFGB2921|f__FGB2921|g__GGB9243|s__GGB9243_SGB14185																						2058.0																		956.0																			51962.0						872.0												52848.0		53638.0																																						448.0							53970.0											
k__Bacteria|p__Firmicutes|c__CFGB2930|o__OFGB2930|f__FGB2930|g__GGB9252|s__GGB9252_SGB14196																						1102.0																		2708.0																									2118.0																																																				1506.0																		
k__Bacteria|p__Firmicutes|c__CFGB76356|o__OFGB76356|f__FGB76356|g__GGB9088|s__GGB9088_SGB14017																						20310.0																		19630.0	46640.0									13978.0			48780.0								12784.0				20360.0																																					49236.0	48100.0						14886.0								18832.0					13918.0													
k__Bacteria|p__Firmicutes|c__CFGB8240|o__OFGB8240|f__FGB8240|g__GGB25267|s__GGB25267_SGB37203																						592.0																		216.0																									344.0																																																				158.0																		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9444|s__GGB9444_SGB14834																						6362.0	25578.0								27532.0									3932.0	1916.0									5932.0			3150.0	27222.0							6128.0				5664.0						24706.0																															2066.0	1800.0						7140.0								5252.0					6770.0			548.0										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9445|s__GGB9445_SGB14835																						1920.0																		1768.0																									1724.0																																894.0																		190.0		1514.0																		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001270J_160509_D11																						8556.0	85754.0	82.0	926.0					3032.0	85244.0	146462.0						2954.0	31004.0	7818.0					57066.0			1790.0		4074.0				89020.0							3292.0		56404.0	72326.0	8282.0	76620.0					85804.0	140874.0			142336.0													1948.0								59526.0								56890.0		23802.0		4406.0	5002.0					410.0			9176.0	170.0		2314.0	138434.0	4936.0	2708.0		8606.0					576.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF12_28																						11414.0	484.0	49296.0						196.0	672.0	2722.0						628.0	26202.0	10852.0					6724.0					436.0											638.0		6078.0		10212.0		32282.0				194.0	3702.0			2840.0																					5538.0	2040.0							6722.0		20448.0								64.0	1030.0		10620.0				3340.0	1286.0			924.0			114.0						316.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_OM07_10AC																						54430.0			2592.0															52420.0										28376.0		26874.0									26882.0				52432.0																																			26630.0	56964.0				22850.0		63772.0		26270.0		27094.0			1948.0			53794.0	2156.0				27462.0								2934.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3528|s__GGB3528_SGB4713																						8062.0										6186.0								6994.0																			2522.0						9210.0							6698.0			5090.0		3578.0		2126.0																																						6666.0				6586.0			2432.0											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Baileyella|s__Baileyella_intestinalis																						14734.0	15254.0								13770.0								1698.0	12044.0														14010.0											13638.0						15048.0																																			1236.0											11906.0																		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15301																						10360.0																		10846.0																									11690.0																																											92860.0									11098.0								148064.0										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus																						98290.0			1439172.0	2244116.0						487742.0							1890.0	98792.0				2242198.0	775162.0			218516.0							2241646.0								762666.0		95746.0							499118.0			491732.0											121874.0		224082.0							90414.0	739760.0	2161422.0							798484.0		1194.0								1468054.0	1819284.0		95694.0	1465006.0		236808.0	504822.0		228484.0							1449348.0		2204576.0			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13493|s__GGB13493_SGB15238																						2826.0			5266.0															2504.0	708.0							5936.0					1454.0												3726.0																							6636.0													10604.0	2134.0	1480.0				9514.0	43980.0						4356.0			3416.0	5064.0		6780.0			7302.0		73176.0					4568.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9616|s__GGB9616_SGB15051																						1016.0		7022.0						120.0		8280.0						122.0		1034.0					16160.0					122.0											726.0		15390.0		1740.0		3696.0					8086.0			8950.0																					14814.0								17418.0					1624.0								2188.0				7856.0	776.0			1124.0										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15095																						75512.0										190.0								81572.0																									80442.0										722.0																																										78280.0				610.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9637|s__GGB9637_SGB15111																						4096.0		3136.0	3208.0															3976.0	1698.0				7740.0								996.0										6416.0		3762.0		1314.0																													4956.0						2370.0	2768.0	5864.0										3976.0			2548.0	4042.0												4190.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_NSJ_50																						16894.0																		17786.0																									19062.0																																																				16982.0																		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15253																						324.0																																											660.0																																																																						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_AF46_10NS																						15334.0			74494.0							15728.0								15358.0					28432.0					19990.0											16496.0		28730.0		16580.0							16500.0			14778.0																					27064.0	1504.0							27928.0					20720.0					81968.0	2102.0		12534.0	79200.0			16598.0	18912.0								77290.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_SGB15086																						1824.0		1602.0																2020.0																									2476.0		304.0																																																		1554.0																		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4456|s__GGB4456_SGB6141																						19536.0	37310.0	2960.0	1714.0						38092.0	6262.0							16262.0	22280.0					3944.0			10014.0		4380.0	604.0			35350.0							3218.0		1902.0	42566.0	18008.0	43786.0	1588.0				32538.0	7320.0			7446.0								686.0					7016.0								4158.0								1824.0		13220.0		13508.0	2848.0					906.0			22940.0	1582.0		8068.0	4482.0	2456.0	7960.0		19530.0					1122.0					
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Anaerolactibacter|s__Anaerolactibacter_massiliensis																						5650.0																		5696.0																									5374.0																																																				4452.0																		
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis																						606.0	4426.0								4124.0	2898.0																						4866.0										9244.0		10316.0					4396.0	6270.0			3070.0																					76.0																									4268.0														
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB9511|s__GGB9511_SGB14908																						3968.0		14644.0																3896.0																									4264.0		10062.0																														260.0																		52.0		3478.0																		
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_SGB42794																						2292.0																		1702.0												11494.0													2258.0																																			11560.0	1016.0				11298.0		1732.0				11750.0						1628.0																		
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_jalaludinii																						286718.0																		271908.0										2244.0		593786.0									2718.0				271542.0				4830.0																														54.0	583286.0					597764.0				2606.0		599244.0						274850.0					2140.0									3608.0				
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus																						103844.0																		81510.0																									86718.0																																											175580.0									91726.0								253472.0										
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii																						98156.0																		98964.0												557518.0					552.0								103306.0				91020.0																															552898.0	2572.0				564642.0		2962.0				569270.0						100838.0														84854.0				
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_SGB4342																						170.0																	428.0	114.0								9996.0		3230.0											2966.0				1078.0																							8834.0																					2870.0								222.0			9870.0		3048.0	13066.0												
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__GGB1392|s__GGB1392_SGB1913																						46734.0																	5138.0	47040.0																									48840.0																																									3868.0											47346.0																		
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__GGB9747|s__GGB9747_SGB15355																						522.0																		440.0																			13524.0						932.0												14312.0		12516.0																																						542.0							12116.0											
k__Bacteria|p__Actinobacteria|c__CFGB2801|o__OFGB2801|f__FGB2801|g__GGB8965|s__GGB8965_SGB13825																							5276.0		4318.0						5764.0										1134.0												1098.0	4916.0					32.0										5894.0		4792.0																															1160.0	1248.0											3952.0				3292.0												3826.0	5384.0				
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_timonensis																							3072.0								2344.0																							3650.0																	3374.0																																																																
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Tractidigestivibacter|s__Tractidigestivibacter_scatoligenes																							3474.0								3600.0																							3092.0																	4184.0																																																																
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB47280																							4182.0								3744.0	50300.0													5612.0									1726.0									4216.0								5498.0	64318.0			45230.0																					4760.0								5956.0																	50110.0														
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1256|s__GGB1256_SGB1684																							2383196.0								2396130.0																							2335402.0																	2380716.0																																																																
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1671|s__GGB1671_SGB2287																							18136.0								20078.0																							19830.0																	19586.0																																																																
k__Bacteria|p__Bacteroidetes|c__CFGB658|o__OFGB658|f__FGB658|g__GGB1627|s__GGB1627_SGB2227																							381196.0								379692.0																							363602.0																	377536.0																																																																
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3000|s__GGB3000_SGB3991																							1100.0	1870.0							812.0		19710.0								2368.0					31710.0					29386.0		1262.0	2514.0			2496.0							6290.0		6010.0	984.0			5134.0	794.0			2678.0							29126.0		32116.0				20540.0		22942.0													2808.0	2410.0																										20122.0						5182.0
k__Bacteria|p__Firmicutes|c__CFGB76388|o__OFGB76388|f__FGB76388|g__GGB9186|s__GGB9186_SGB14125																							2798.0		932.0						1950.0																							3086.0																	2148.0																																											1490.0				880.0												1490.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9534|s__GGB9534_SGB14937																							8880.0	3920.0	1686.0						10582.0		1538.0							194.0	18118.0				4636.0	8390.0		28100.0			12112.0		15432.0	8616.0					1250.0				4828.0				2986.0			9916.0	9964.0						2104.0		1232.0		10858.0		11374.0				1900.0	30474.0	1440.0							3124.0						14778.0	17694.0	4340.0										2008.0				1480.0		26790.0			31402.0	2084.0			94.0		96.0	1406.0					10068.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6176																							2822.0								2814.0	29196.0																						1320.0										1384.0		778.0					1270.0	34724.0			31594.0																																														33060.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6177																							11566.0								6986.0	285046.0													8642.0									10580.0									14760.0								4958.0	276416.0			265842.0																					12974.0								14450.0																	284046.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum																							3084.0								5224.0																							1842.0																	3252.0																																																																
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum																							580.0								1286.0	1582.0																						374.0																	74.0	2340.0			1112.0																																														2010.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum																							11876.0								10436.0	7112.0													5548.0									11418.0									7038.0								9042.0	4632.0			4336.0																					7642.0								7996.0																	6490.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3510|s__GGB3510_SGB4687																							754.0				2004.0		1990.0		396.0																							170.0																	664.0					2232.0																																																			998.0								
