clade_name,DRR127488,DRR127524,DRR127532,DRR127535,DRR127537,DRR127546,DRR127552,DRR127583,DRR127588,DRR127596,DRR127597,DRR127613,DRR127616,DRR127619,DRR127628,DRR127634,DRR127649,DRR127672,DRR127683,DRR127692,DRR127704,DRR127707,DRR127713,DRR127721,DRR127724,DRR127728,DRR127731,DRR127736,DRR127737,DRR127748,DRR127751,DRR127752,DRR127755,DRR127756,DRR127762,DRR127763,DRR127776,DRR127777,DRR162775,DRR162776,DRR127476,DRR127478,DRR127481,DRR127485,DRR127491,DRR127507,DRR127509,DRR127514,DRR127515,DRR127517,DRR127519,DRR127521,DRR127536,DRR127557,DRR127559,DRR127567,DRR127579,DRR127580,DRR127594,DRR127603,DRR127617,DRR127625,DRR127638,DRR127646,DRR127647,DRR127666,DRR127669,DRR127674,DRR127685,DRR127700,DRR127708,DRR127718,DRR127720,DRR127754,DRR127767,DRR127774,DRR127789,DRR162777,DRR162778,DRR162779
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_SGB14899,0,0,0,848,0,0,0,0,0,0,9592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5852,0,0,0,0,0,0,0,0,0,0,0,0,0,38648,0,0,0,0,0,0,0,0,0,0,10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_SGB15164,0,13806,8372,0,0,0,0,0,0,0,18780,3282,0,0,23322,0,63056,0,132114,126604,6716,0,0,0,263592,0,0,0,0,0,0,0,0,0,10160,47012,0,82098,0,0,101572,10250,0,1378,0,0,26230,0,253008,0,0,0,0,0,28112,0,0,562,96036,3416,32916,61860,0,11604,0,1586,383252,0,0,23598,42586,0,19886,0,0,0,355022,0,200122,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574|s__GGB6574_SGB9290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181872,0,0,0,0,0,0,7854,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_secunda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB6569|s__GGB6569_SGB9281,0,0,0,0,0,1354208,0,0,459534,0,28892,0,0,0,0,0,0,0,0,199174,0,0,0,0,0,0,0,0,0,0,0,0,662440,0,0,0,0,0,0,0,0,0,625230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208984,0,0,132552,0,0,0,0,0,0,101428,0,44020,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_SGB15450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9818|s__GGB9818_SGB15459,0,0,0,0,0,0,0,0,0,0,0,16628,0,0,0,0,59470,0,0,27344,12770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13830,0,0,0,0,9604,0,0,0,0,0,15890,0,4176,0,0,0,0,0,0,0,12850,0,0,0,0,16002,0,0,0,7110,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella_massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_ludwigii,0,0,0,0,53566,44222,0,0,0,27986,0,291916,0,0,2358,0,0,0,0,47850,0,0,0,0,0,0,0,0,0,0,0,0,0,1878070,0,0,0,0,0,0,0,0,0,66144,0,0,0,0,0,0,0,0,0,830806,0,0,0,0,0,0,0,4646,0,8120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_roggenkampii,0,2920,0,0,0,0,0,0,0,18220,0,0,0,0,0,0,0,0,0,0,0,0,0,8762,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29590,0,0,0,0,0,0,0,26690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,0,0,0,0,0,0,13965426,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica,0,0,0,0,0,0,0,0,0,1412476,0,150670,0,0,0,0,0,0,0,24770,0,0,0,23290,0,0,0,0,0,0,0,0,0,73324,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,0,0,0,0,7176,0,0,7508,0,0,119712,0,27774,0,744,0,666266,0,0,0,98482,0,0,0,0,0,771356,0,1541774,0,0,0,0,0,0,94868,1934664,5246,0,0,0,0,2427996,0,0,0,68500,0,0,126452,0,0,0,8084,5958,0,4475894,544176,24670,0,74600,8676,0,306886,0,11116,28542,0,0,828088,3059604,0,6155944,0,1132574,70012,0,0,32548,205416
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02,0,0,0,0,0,0,0,0,0,6366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis,0,0,0,0,0,0,0,10948,0,0,0,0,0,0,0,0,0,14172,0,0,0,0,0,0,0,0,0,0,0,0,1384212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,42976,0,0,40442,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,0,0,0,0,2768978,0,0,0,0,0,0,0,138684,0,0,0,0,0,0,110106,0,252346,0,0,0,0,2031246,0,56556,0,11032180,0,0,0,0,0,0,0,86908,0,0,0,326392,246046,34634,0,0,175554,0,0,0,0,0,0,0,0,0,0,307430,0,27510,0,97674,0,0,0,0,0,0,188122,0,0,0,0,289822,0,0,114474,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve,0,0,0,0,1298330,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,0,0,0,0,0,0,0,298336,0,0,0,0,0,11706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,21214,8848,0,0,0,2317104,0,0,0,0,0,0,0,88304,0,0,104222,0,0,0,0,0,0,0,0,0,17420,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233904,0,0,0,0,0,0,0,0,0,314178,0,0,0,414108,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa,29036,18774,3306,0,4476,0,0,0,0,167920,0,1816,0,0,25036,3894,0,0,0,0,0,0,0,0,0,0,0,0,65882,0,15672,0,3748,33414,0,860,8458,23682,0,1102,15102,0,0,0,0,12002,0,9070,1980,0,0,0,0,0,0,4340,0,0,19806,0,0,0,0,0,1198,282,0,0,25874,0,0,0,0,0,0,0,0,866,8092,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula,0,748,666,0,0,0,0,0,0,33488,0,0,0,0,0,430,0,0,0,0,0,6590,638,0,0,1712,0,0,0,0,4062,0,0,57964,0,0,0,470,0,398,6274,0,0,0,506,1252,0,17368,0,2090,1292,764,1918,0,0,8210,0,3224,74,0,0,0,0,0,4916,356,0,0,13490,0,0,0,0,0,0,0,0,1272,110,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_AF08_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278300,0,0,0,4760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12994,0,812810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50660,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13414,0,0,0,0,0,0,0,21856,0,0,0,0,0,0,0,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_dispar,0,1038,0,0,0,252428,0,21260,0,0,0,3544,130486,0,111020,0,0,40464,195684,0,0,0,105670,0,0,0,0,0,0,0,0,0,0,0,4894,0,0,0,0,0,0,0,0,8052,0,0,0,0,212696,148732,0,0,0,0,25428,0,0,0,9282,0,15582,0,0,0,17648,0,0,587242,0,0,15430,0,0,0,4226,0,0,16636,0,37158
k__Bacteria|p__Bacteroidetes|c__CFGB602|o__OFGB602|f__FGB602|g__GGB1420|s__GGB1420_SGB1957,48036,6914,0,0,0,0,0,0,0,0,0,0,0,0,0,26304,467128,0,157478,0,0,0,0,0,0,0,0,0,0,8774,0,0,0,0,145832,0,0,0,82250,0,0,0,0,111800,0,0,0,0,123868,0,0,0,0,0,0,0,0,0,60992,0,0,0,0,0,0,0,0,0,0,16466,61022,0,0,0,261900,0,242680,34752,42766,0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785|s__GGB12785_SGB19825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4712,0,0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus|s__Meiothermus_silvanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_SGB47116,1038,4306,0,0,0,0,0,0,0,15288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,0,0,0,0,0,0,1960,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,68,0,0,0,458,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans,0,0,0,0,0,0,0,0,0,3984,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,3988,5044,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis,0,1884,1700,0,0,0,0,0,0,13172,0,0,0,4128,0,2262,0,0,0,0,0,12470,0,0,0,0,0,458,0,0,13200,0,0,30720,0,0,11542,0,0,0,1162,1726,0,0,0,0,3234,35964,2084,0,0,0,0,0,0,4254,0,0,0,0,0,0,0,0,0,0,17276,0,406,0,0,0,0,9564,0,790,0,8776,8388,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_SGB8255,1542,8096,8034,0,948,0,1002,0,0,29700,0,1308,0,1670,4318,22310,0,0,0,0,0,14328,722,506,1520,1916,0,0,24704,2010,24034,0,1520,98292,0,0,12746,800,0,0,27540,322,0,0,0,2094,7166,26132,9512,3180,1776,684,3748,0,0,13812,20552,1694,6348,94,0,0,0,0,6186,786,11338,0,34462,0,0,0,0,4650,0,0,0,9946,47422,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis,0,0,2134,0,3020,0,5490,0,0,0,0,0,0,1710,0,3976,1884,0,0,0,16400,9158,0,0,0,0,0,0,0,15300,8096,0,0,2300,0,0,30738,470,1532,0,0,0,0,0,0,34036,11832,10028,4660,0,2180,0,0,0,0,2486,13100,3732,0,0,5418,0,0,0,4988,0,2182,0,1680,0,0,0,0,0,0,0,0,6726,101142,1942
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,20794,2034,1060,0,26848,0,0,0,0,35042,0,0,0,1662,1704,9830,0,0,0,0,868,7746,0,0,0,0,0,368,0,2426,24298,0,0,102350,0,0,8808,0,0,0,16082,606,0,0,0,18192,588,25442,7478,9768,1422,1800,3118,0,0,4226,0,2692,0,0,0,0,0,0,234,5570,11084,0,8794,0,0,0,0,4838,0,0,0,7756,56342,200
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis,85482,71526,53104,0,9038,0,0,0,0,39958,0,1844,0,12050,0,37136,0,0,0,0,1316,30418,0,0,0,0,0,0,1084,612,22304,0,0,102530,0,0,25244,14502,0,20562,29944,30106,0,0,4772,0,38532,90734,53850,13634,17440,2348,14706,0,0,60658,0,23910,35272,0,0,0,0,0,1922,2674,26722,0,179736,0,0,0,0,9080,0,6974,0,40838,79414,2630
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis,5144,37938,792,0,123520,0,0,0,0,49532,0,0,0,718,6648,2572,0,0,0,0,698,3320,0,0,0,0,0,0,22390,0,3764,0,0,158148,0,0,0,0,0,0,14374,0,0,390,0,5750,0,0,3276,11912,4320,1324,5160,0,0,18890,0,0,4112,0,0,0,0,0,0,8392,6920,0,42128,0,0,0,3312,1236,0,0,0,3542,55040,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus,0,0,2157010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37922,0,269170,2141518,1097278,0,0,0,0,549682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193356,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_rubneri,0,0,0,0,0,0,0,0,1246,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,13640,0,0,0,0,0,0,0,0,0,0,11830,0,0,0,0,0,0,12310,1674,16210,0,8990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12304,0,16514,0,0,0,0,0,0,0,0,2442,0,3820,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,18858,3628,0,0,1510394,0,0,0,80160,0,0,2330,3864,110414,129232,30214,0,0,12834,0,18904,0,0,0,44040,0,117910,0,0,561776,2354312,0,0,0,3820,0,0,256088,0,0,8302,67054,8968,19144,0,49864,0,0,0,17744,67762,0,4676,0,4660,0,17842,0,0,0,0,0,0,0,12344,0,0,958,0,0,0,0,0,14572,1678,0,0,704386,32720,0
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB3817|s__GGB3817_SGB5182,4406,0,0,0,0,0,0,0,40866,0,0,0,0,0,0,0,24238,20096,0,0,55506,0,8134,3518,0,0,33466,0,0,0,0,0,0,22362,0,0,0,0,0,0,0,11132,0,0,0,0,12838,0,44788,37384,0,0,0,0,0,0,0,11870,0,0,29730,0,50276,0,0,0,14280,0,0,105322,30866,0,120412,9324,112440,0,0,2116,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum,0,0,5942,0,0,0,49838,0,0,0,1190,1538,0,16152,714,6896,0,0,60890,0,0,3900,20320,0,103010,0,146210,0,0,19288,378052,6850,0,85322,0,0,60660,0,0,7344,31552,221972,0,14174,0,0,5842,34452,362,0,75434,83756,2490,0,0,5044,208484,0,0,0,0,0,0,0,0,0,13512,8752,0,0,0,5926,2338,4182,6818,0,0,1294,0,43942
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi,0,0,5628,0,0,0,0,0,0,0,261658,1384,0,0,97090,0,0,55326,0,2938,14374,54632,39922,0,101848,34700,40320,0,0,0,0,0,0,81760,0,0,98272,0,0,0,31574,15500,11564,212,0,6908,2280,9170,21182,24228,30984,253242,4878,0,0,28602,604412,69110,0,0,106946,0,11892,13446,0,0,148,233846,0,613406,2094986,0,88138,33476,0,0,1574,2098,15836,28650
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,4610,0,0,0,0,0,0,0,0,6560,0,0,0,1536,0,0,0,0,0,0,0,0,0,0,244,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,336,960,3104,422,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_brachy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,0,0,0,0,0,0,4746,0,0,0,0,1030,0,0,14376,0,0,0,834,0,0,0,0,0,0,0,0,2204,0,0,0,0,0,0,0,0,590,1842,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci,0,0,0,0,712,2866,0,214,0,0,0,0,252,0,0,4638,0,0,0,0,0,20798,0,498,1470,1652,0,0,0,772,9602,724,602,60522,0,0,3732,0,74,168,14240,0,0,144,0,102,0,31194,0,5110,2072,0,0,198,0,9534,454,0,0,1596,0,0,0,0,2390,0,104,0,0,0,0,0,0,1896,0,0,0,5642,5564,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB72777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,27002,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans,0,0,0,0,0,0,0,0,26968,0,0,131146,0,0,36386,0,0,0,0,0,474654,0,35746,6766,0,0,267858,0,0,0,0,0,0,14650,0,0,0,0,0,0,108906,0,104662,0,0,0,837126,3504,4846,0,0,0,890302,35964,6936,0,0,1952,0,12468,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,886,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldenensis,0,0,108296,0,0,0,17104,7688,110972,0,176390,40736,0,23316,126818,37910,0,11894,19416,19270,87834,50414,199064,994,8672,0,80138,0,10232,0,0,0,0,139304,0,0,147080,0,16938,128462,27694,61262,24588,0,0,6912,39730,1088,18060,6068,0,10236,28846,0,0,0,562290,34276,0,0,70198,0,24932,3296,6342,0,2070,106668,0,19420,0,237878,75200,86658,13750,0,11730,26078,14908,69552
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae,0,840,221278,0,0,145704,756662,24414,0,5524,0,9048,7026,1280766,84114,90184,284,110090,2290268,31356,421930,92444,1433800,123348,1553884,20088,338910,104498,0,211876,0,12956,6378,319408,0,6686,51214,0,604682,1234724,192264,529344,250894,0,0,77892,472206,32016,45550,0,332746,182402,195786,140,12192,10030,722872,365292,1520,0,42272,0,122694,4960,301142,410,19794,143328,0,19524,5952,1439672,85400,352464,135762,39208,309038,228474,41646,708230
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata,0,0,0,0,7310,0,0,0,0,0,0,0,0,0,16432,0,0,0,0,0,0,0,134542,1112390,0,0,3046,1001914,0,0,10618,726120,0,1403442,0,0,0,0,53546,219338,0,6366834,29710,0,0,0,0,667394,0,0,0,2860252,0,0,0,0,0,0,0,0,0,0,1484,0,171084,0,0,0,0,0,0,226574,0,463866,0,0,0,260794,0,115092
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3463|s__GGB3463_SGB4621,0,0,0,0,0,0,52564,0,436,0,0,0,0,0,0,0,0,8644,20006,0,0,0,7846,0,0,0,0,0,0,0,24066,0,0,0,0,0,0,0,0,0,79862,0,0,0,0,0,0,2540,4992,0,0,0,45712,0,0,0,0,1994,0,0,44932,0,67742,0,5698,0,0,69366,0,7916,8228,0,0,150530,0,0,59874,14320,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3534|s__GGB3534_SGB4722,0,0,0,0,0,0,24302,0,0,0,0,0,0,0,0,0,8328,0,27666,0,0,0,18494,0,0,0,11930,0,0,0,0,0,0,46972,0,13316,0,0,0,57002,127874,0,42732,0,0,0,0,0,0,0,0,0,11120,0,0,0,0,0,0,0,69626,0,22446,0,0,0,0,17662,0,0,0,0,0,0,2136,0,60050,7598,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3537|s__GGB3537_SGB4727,0,0,35434,0,0,0,0,272,32260,0,0,86,0,0,0,0,0,0,0,6824,0,0,4376,0,0,0,1660,0,0,0,0,0,0,250392,0,0,0,0,0,0,43692,0,3534,0,0,0,58234,0,21394,772,0,0,0,0,1428,0,0,84870,0,0,0,0,0,8634,0,0,3680,68228,0,0,1944,0,40372,0,42284,0,114048,7484,91992,0
